x	y	z	HIV elongation arrest and recovery
215	267	34	1
216	267	34	1
220	267	34	1
225	267	34	1
228	267	34	1
231	267	34	1
235	267	34	1
240	267	34	2
243	267	34	1
248	267	34	1
249	267	34	1
176	268	34	2
183	268	34	1
188	268	34	1
210	268	34	1
217	268	34	1
218	268	34	1
220	268	34	3
240	268	34	1
242	268	34	1
176	269	34	1
183	269	34	1
192	269	34	2
193	269	34	1
194	269	34	1
197	269	34	1
198	269	34	1
204	269	34	1
209	269	34	1
210	269	34	1
213	269	34	1
217	269	34	1
218	269	34	1
220	269	34	1
222	269	34	1
230	269	34	1
232	269	34	1
234	269	34	1
239	269	34	1
242	269	34	1
250	269	34	1
252	269	34	1
253	269	34	1
179	270	34	2
180	270	34	1
187	270	34	2
188	270	34	1
189	270	34	1
194	270	34	1
196	270	34	1
200	270	34	2
201	270	34	1
206	270	34	1
210	270	34	2
214	270	34	2
215	270	34	1
218	270	34	1
221	270	34	1
223	270	34	2
231	270	34	1
241	270	34	1
248	270	34	2
249	270	34	2
251	270	34	1
172	271	34	4
175	271	34	2
178	271	34	1
186	271	34	1
189	271	34	3
205	271	34	1
210	271	34	2
215	271	34	2
216	271	34	1
220	271	34	1
226	271	34	1
234	271	34	1
239	271	34	1
244	271	34	1
247	271	34	1
248	271	34	1
249	271	34	1
173	272	34	1
177	272	34	2
179	272	34	1
181	272	34	1
183	272	34	1
184	272	34	3
185	272	34	1
203	272	34	1
205	272	34	1
207	272	34	2
212	272	34	1
213	272	34	2
216	272	34	1
218	272	34	1
228	272	34	1
229	272	34	1
240	272	34	1
170	273	34	1
173	273	34	1
176	273	34	1
185	273	34	1
186	273	34	1
188	273	34	1
197	273	34	1
201	273	34	2
205	273	34	1
210	273	34	2
213	273	34	1
214	273	34	2
215	273	34	2
218	273	34	1
219	273	34	1
230	273	34	1
243	273	34	1
170	274	34	1
176	274	34	1
185	274	34	1
196	274	34	1
203	274	34	1
204	274	34	1
207	274	34	1
209	274	34	1
211	274	34	1
217	274	34	1
229	274	34	1
235	274	34	1
237	274	34	2
238	274	34	2
241	274	34	1
246	274	34	1
250	274	34	1
176	275	34	1
201	275	34	2
203	275	34	2
208	275	34	1
215	275	34	1
217	275	34	3
219	275	34	1
226	275	34	1
237	275	34	1
238	275	34	1
246	275	34	1
177	276	34	1
180	276	34	1
187	276	34	1
206	276	34	1
207	276	34	1
208	276	34	2
210	276	34	1
219	276	34	1
233	276	34	2
240	276	34	1
241	276	34	1
243	276	34	1
250	276	34	1
175	277	34	1
182	277	34	1
183	277	34	2
184	277	34	1
205	277	34	1
212	277	34	2
234	277	34	1
235	277	34	1
237	277	34	1
241	277	34	1
245	277	34	1
176	278	34	1
186	278	34	1
203	278	34	1
204	278	34	1
208	278	34	1
209	278	34	1
210	278	34	2
214	278	34	1
226	278	34	1
232	278	34	2
236	278	34	1
239	278	34	1
176	279	34	1
177	279	34	1
192	279	34	1
207	279	34	1
208	279	34	1
215	279	34	1
217	279	34	1
231	279	34	1
237	279	34	1
243	279	34	1
173	280	34	1
178	280	34	1
180	280	34	1
187	280	34	1
192	280	34	1
193	280	34	1
205	280	34	1
206	280	34	1
207	280	34	1
210	280	34	1
212	280	34	1
215	280	34	2
236	280	34	3
239	280	34	1
242	280	34	1
248	280	34	1
249	280	34	1
175	281	34	1
179	281	34	1
192	281	34	1
202	281	34	1
209	281	34	2
222	281	34	1
223	281	34	1
229	281	34	1
232	281	34	1
179	282	34	2
181	282	34	1
182	282	34	1
187	282	34	1
188	282	34	1
190	282	34	2
204	282	34	1
206	282	34	1
207	282	34	2
208	282	34	1
210	282	34	2
212	282	34	1
213	282	34	1
226	282	34	1
229	282	34	1
232	282	34	1
233	282	34	1
240	282	34	1
251	282	34	1
175	283	34	2
176	283	34	1
181	283	34	1
187	283	34	1
206	283	34	1
207	283	34	2
210	283	34	2
228	283	34	1
231	283	34	1
233	283	34	1
237	283	34	2
238	283	34	1
240	283	34	1
243	283	34	1
245	283	34	1
253	283	34	1
176	284	34	1
177	284	34	2
178	284	34	1
186	284	34	2
206	284	34	1
209	284	34	2
211	284	34	1
214	284	34	1
220	284	34	2
223	284	34	1
227	284	34	1
229	284	34	3
233	284	34	2
234	284	34	1
235	284	34	1
236	284	34	1
241	284	34	1
242	284	34	1
249	284	34	3
254	284	34	2
176	285	34	3
177	285	34	1
185	285	34	1
187	285	34	3
204	285	34	1
209	285	34	1
210	285	34	1
211	285	34	1
219	285	34	1
222	285	34	1
226	285	34	1
229	285	34	2
233	285	34	1
238	285	34	1
243	285	34	2
186	286	34	1
188	286	34	1
190	286	34	1
209	286	34	1
223	286	34	1
224	286	34	1
228	286	34	1
229	286	34	1
231	286	34	1
242	286	34	1
243	286	34	1
255	286	34	1
184	287	34	1
190	287	34	2
199	287	34	1
209	287	34	1
222	287	34	1
226	287	34	2
229	287	34	1
234	287	34	1
236	287	34	3
241	287	34	1
243	287	34	1
245	287	34	1
252	287	34	2
184	288	34	2
185	288	34	1
199	288	34	1
202	288	34	1
204	288	34	1
221	288	34	1
224	288	34	2
231	288	34	1
233	288	34	1
237	288	34	2
238	288	34	1
239	288	34	1
245	288	34	2
247	288	34	1
248	288	34	1
255	288	34	3
175	289	34	1
184	289	34	1
186	289	34	1
198	289	34	1
199	289	34	1
200	289	34	1
219	289	34	2
224	289	34	1
226	289	34	1
230	289	34	1
232	289	34	1
233	289	34	1
235	289	34	2
241	289	34	1
245	289	34	1
248	289	34	1
257	289	34	1
187	290	34	1
198	290	34	1
203	290	34	2
220	290	34	1
223	290	34	1
225	290	34	1
230	290	34	1
233	290	34	1
239	290	34	1
244	290	34	2
248	290	34	1
253	290	34	3
199	291	34	1
202	291	34	1
225	291	34	1
229	291	34	1
232	291	34	1
234	291	34	1
236	291	34	1
242	291	34	2
244	291	34	1
245	291	34	1
247	291	34	2
255	291	34	1
187	292	34	1
196	292	34	1
198	292	34	2
200	292	34	1
201	292	34	1
204	292	34	2
223	292	34	1
226	292	34	2
233	292	34	1
234	292	34	1
235	292	34	2
236	292	34	2
238	292	34	1
241	292	34	1
242	292	34	1
244	292	34	2
252	292	34	1
194	293	34	1
202	293	34	1
205	293	34	1
207	293	34	2
222	293	34	1
225	293	34	1
227	293	34	1
229	293	34	1
235	293	34	1
237	293	34	1
177	294	34	3
182	294	34	1
195	294	34	2
199	294	34	1
206	294	34	1
221	294	34	1
223	294	34	1
226	294	34	1
236	294	34	1
246	294	34	3
179	295	34	1
194	295	34	1
197	295	34	2
203	295	34	1
228	295	34	1
240	295	34	1
244	295	34	2
191	296	34	1
198	296	34	1
200	296	34	1
217	296	34	1
221	296	34	1
223	296	34	1
225	296	34	2
226	296	34	1
229	296	34	1
230	296	34	1
236	296	34	1
237	296	34	2
238	296	34	1
242	296	34	1
243	296	34	1
179	297	34	1
194	297	34	1
199	297	34	1
200	297	34	1
202	297	34	1
203	297	34	4
204	297	34	1
219	297	34	1
223	297	34	2
224	297	34	1
227	297	34	1
229	297	34	1
231	297	34	1
232	297	34	2
234	297	34	1
239	297	34	1
242	297	34	2
245	297	34	1
197	298	34	2
200	298	34	1
203	298	34	1
220	298	34	1
223	298	34	1
228	298	34	1
234	298	34	1
235	298	34	1
236	298	34	1
239	298	34	1
241	298	34	2
242	298	34	2
244	298	34	2
180	299	34	1
196	299	34	1
227	299	34	1
228	299	34	1
239	299	34	1
241	299	34	1
224	300	34	1
225	300	34	2
228	300	34	1
236	300	34	2
237	300	34	1
238	300	34	1
241	300	34	1
243	300	34	1
196	301	34	2
224	301	34	1
231	301	34	2
232	301	34	1
236	301	34	1
243	301	34	1
245	301	34	2
223	302	34	1
226	302	34	1
228	302	34	1
229	302	34	1
230	302	34	2
237	302	34	3
239	302	34	2
225	303	34	1
226	303	34	1
228	303	34	1
229	303	34	1
231	303	34	1
233	303	34	1
235	303	34	1
237	303	34	1
227	304	34	1
230	304	34	1
233	304	34	2
235	304	34	1
199	305	34	1
222	305	34	1
223	305	34	1
230	305	34	1
232	305	34	1
203	306	34	1
224	306	34	1
226	306	34	1
228	306	34	1
230	306	34	2
233	306	34	1
235	306	34	2
238	306	34	2
241	306	34	1
206	307	34	1
223	307	34	1
224	307	34	1
226	307	34	1
232	307	34	1
243	307	34	1
224	308	34	2
225	308	34	1
227	308	34	1
232	308	34	1
239	308	34	3
240	308	34	1
220	309	34	1
228	309	34	1
233	309	34	1
237	309	34	1
224	310	34	1
227	310	34	2
228	310	34	1
238	310	34	2
239	310	34	3
240	310	34	1
218	311	34	1
227	311	34	1
228	311	34	1
233	311	34	1
235	311	34	1
236	311	34	1
228	312	34	1
230	312	34	1
232	312	34	2
236	312	34	2
225	313	34	1
234	313	34	1
235	313	34	2
236	313	34	1
229	314	34	2
230	314	34	1
234	314	34	1
226	316	34	1
228	316	34	1
233	316	34	1
234	316	34	1
226	250	35	1
229	250	35	1
225	251	35	2
226	251	35	1
227	251	35	1
228	251	35	2
223	252	35	1
225	252	35	1
219	253	35	1
221	253	35	1
229	253	35	1
232	253	35	1
223	254	35	1
225	254	35	2
227	254	35	1
209	255	35	1
219	255	35	1
222	255	35	1
223	255	35	1
224	255	35	2
231	255	35	3
220	256	35	1
221	256	35	1
225	256	35	1
229	256	35	1
243	256	35	1
191	257	35	1
209	257	35	1
218	257	35	1
221	257	35	1
224	257	35	2
227	257	35	1
243	257	35	1
203	258	35	1
216	258	35	1
217	258	35	1
221	258	35	1
224	258	35	1
227	258	35	1
235	258	35	1
240	258	35	1
244	258	35	1
182	259	35	1
190	259	35	2
210	259	35	1
211	259	35	2
217	259	35	1
221	259	35	1
222	259	35	1
224	259	35	1
227	259	35	1
233	259	35	1
242	259	35	1
190	260	35	1
210	260	35	1
215	260	35	2
217	260	35	1
224	260	35	4
225	260	35	2
226	260	35	1
227	260	35	1
236	260	35	1
237	260	35	1
238	260	35	1
239	260	35	1
240	260	35	1
241	260	35	2
242	260	35	1
243	260	35	1
247	260	35	1
189	261	35	1
210	261	35	1
211	261	35	1
213	261	35	1
215	261	35	2
219	261	35	1
220	261	35	1
222	261	35	1
229	261	35	2
232	261	35	1
237	261	35	1
238	261	35	1
243	261	35	2
203	262	35	1
206	262	35	1
210	262	35	2
213	262	35	1
221	262	35	1
222	262	35	1
223	262	35	1
226	262	35	2
228	262	35	2
233	262	35	1
237	262	35	1
238	262	35	1
241	262	35	1
243	262	35	3
248	262	35	1
190	263	35	2
191	263	35	1
192	263	35	1
209	263	35	1
210	263	35	1
213	263	35	1
217	263	35	1
218	263	35	1
222	263	35	1
225	263	35	1
226	263	35	1
227	263	35	2
234	263	35	1
237	263	35	1
238	263	35	2
241	263	35	1
244	263	35	1
246	263	35	1
250	263	35	2
186	264	35	1
190	264	35	1
211	264	35	1
213	264	35	1
216	264	35	1
217	264	35	1
224	264	35	1
226	264	35	1
227	264	35	1
232	264	35	1
233	264	35	1
236	264	35	1
237	264	35	2
243	264	35	1
245	264	35	1
249	264	35	1
250	264	35	1
178	265	35	1
194	265	35	1
195	265	35	1
200	265	35	1
202	265	35	1
204	265	35	2
217	265	35	1
218	265	35	1
220	265	35	1
221	265	35	2
222	265	35	1
224	265	35	1
226	265	35	2
228	265	35	1
229	265	35	1
234	265	35	1
242	265	35	2
245	265	35	2
249	265	35	2
183	266	35	1
186	266	35	3
187	266	35	1
192	266	35	1
196	266	35	1
205	266	35	1
208	266	35	1
209	266	35	1
210	266	35	2
223	266	35	1
226	266	35	1
233	266	35	1
234	266	35	1
242	266	35	1
246	266	35	1
251	266	35	2
185	267	35	1
186	267	35	1
188	267	35	4
192	267	35	1
195	267	35	2
205	267	35	1
206	267	35	1
209	267	35	1
210	267	35	1
218	267	35	1
220	267	35	1
222	267	35	2
223	267	35	1
226	267	35	1
227	267	35	1
228	267	35	1
232	267	35	2
238	267	35	2
248	267	35	1
250	267	35	2
188	268	35	2
193	268	35	1
195	268	35	1
196	268	35	1
203	268	35	1
207	268	35	1
210	268	35	1
214	268	35	1
215	268	35	1
219	268	35	1
222	268	35	1
223	268	35	1
232	268	35	1
238	268	35	1
241	268	35	1
242	268	35	1
248	268	35	1
249	268	35	2
250	268	35	3
174	269	35	1
176	269	35	1
178	269	35	1
181	269	35	1
184	269	35	1
185	269	35	1
191	269	35	1
193	269	35	1
196	269	35	1
197	269	35	1
201	269	35	1
210	269	35	2
212	269	35	1
213	269	35	1
214	269	35	1
218	269	35	2
224	269	35	2
235	269	35	2
244	269	35	1
248	269	35	1
250	269	35	1
172	270	35	1
176	270	35	1
179	270	35	1
181	270	35	2
185	270	35	1
187	270	35	1
188	270	35	1
190	270	35	1
193	270	35	1
194	270	35	1
195	270	35	1
198	270	35	1
210	270	35	1
211	270	35	1
216	270	35	2
217	270	35	2
218	270	35	1
235	270	35	1
236	270	35	1
240	270	35	1
249	270	35	2
171	271	35	1
173	271	35	1
177	271	35	2
178	271	35	1
183	271	35	1
185	271	35	1
187	271	35	2
188	271	35	1
190	271	35	1
196	271	35	1
201	271	35	1
205	271	35	1
207	271	35	2
209	271	35	1
210	271	35	1
214	271	35	2
225	271	35	1
228	271	35	1
233	271	35	1
235	271	35	1
241	271	35	1
242	271	35	1
243	271	35	2
250	271	35	1
174	272	35	1
179	272	35	1
180	272	35	1
182	272	35	1
183	272	35	1
189	272	35	1
197	272	35	1
203	272	35	1
207	272	35	1
210	272	35	1
211	272	35	1
232	272	35	1
235	272	35	2
237	272	35	2
240	272	35	2
241	272	35	1
243	272	35	2
244	272	35	2
176	273	35	1
178	273	35	1
181	273	35	1
185	273	35	1
187	273	35	1
215	273	35	1
218	273	35	1
227	273	35	1
239	273	35	1
245	273	35	1
173	274	35	1
179	274	35	1
186	274	35	1
196	274	35	2
203	274	35	1
204	274	35	1
211	274	35	1
212	274	35	1
213	274	35	1
215	274	35	1
217	274	35	2
218	274	35	2
232	274	35	1
238	274	35	3
239	274	35	1
242	274	35	1
244	274	35	2
176	275	35	1
185	275	35	1
186	275	35	1
191	275	35	1
203	275	35	1
209	275	35	1
210	275	35	1
213	275	35	2
219	275	35	1
231	275	35	1
238	275	35	1
239	275	35	1
245	275	35	2
187	276	35	3
188	276	35	1
203	276	35	1
206	276	35	1
209	276	35	3
210	276	35	1
218	276	35	1
222	276	35	3
239	276	35	1
240	276	35	2
243	276	35	1
173	277	35	1
175	277	35	1
178	277	35	1
183	277	35	1
185	277	35	1
187	277	35	1
188	277	35	2
202	277	35	1
205	277	35	1
210	277	35	2
215	277	35	1
219	277	35	2
224	277	35	1
238	277	35	1
241	277	35	2
183	278	35	1
187	278	35	2
202	278	35	2
213	278	35	1
214	278	35	2
221	278	35	2
233	278	35	1
235	278	35	1
243	278	35	1
247	278	35	1
172	279	35	1
179	279	35	1
192	279	35	1
203	279	35	1
210	279	35	1
211	279	35	1
212	279	35	1
214	279	35	1
233	279	35	1
245	279	35	2
172	280	35	1
191	280	35	1
194	280	35	1
205	280	35	1
206	280	35	1
207	280	35	2
210	280	35	3
217	280	35	1
223	280	35	1
238	280	35	2
174	281	35	2
179	281	35	4
187	281	35	2
191	281	35	1
203	281	35	1
207	281	35	1
211	281	35	1
212	281	35	1
223	281	35	1
224	281	35	1
226	281	35	1
232	281	35	2
239	281	35	1
189	282	35	1
208	282	35	1
213	282	35	1
218	282	35	1
219	282	35	1
220	282	35	1
224	282	35	2
233	282	35	2
244	282	35	1
245	282	35	1
171	283	35	1
183	283	35	1
187	283	35	2
188	283	35	1
204	283	35	1
218	283	35	1
220	283	35	1
221	283	35	1
222	283	35	1
226	283	35	1
227	283	35	1
232	283	35	1
238	283	35	1
247	283	35	2
250	283	35	1
177	284	35	2
180	284	35	1
181	284	35	1
184	284	35	1
185	284	35	1
191	284	35	1
200	284	35	1
203	284	35	1
212	284	35	1
215	284	35	1
218	284	35	2
219	284	35	2
221	284	35	3
225	284	35	1
230	284	35	2
232	284	35	1
233	284	35	1
234	284	35	2
236	284	35	2
242	284	35	2
247	284	35	1
248	284	35	2
176	285	35	1
177	285	35	1
185	285	35	1
189	285	35	2
201	285	35	1
203	285	35	1
205	285	35	1
225	285	35	2
236	285	35	1
241	285	35	1
245	285	35	2
248	285	35	1
175	286	35	1
178	286	35	1
187	286	35	1
198	286	35	1
200	286	35	1
202	286	35	1
213	286	35	1
219	286	35	1
220	286	35	2
224	286	35	1
229	286	35	1
233	286	35	1
236	286	35	2
238	286	35	1
247	286	35	1
248	286	35	1
185	287	35	1
189	287	35	1
190	287	35	2
194	287	35	1
198	287	35	1
199	287	35	1
200	287	35	2
203	287	35	2
205	287	35	4
206	287	35	2
219	287	35	1
220	287	35	1
221	287	35	1
223	287	35	1
224	287	35	1
236	287	35	1
247	287	35	1
185	288	35	1
186	288	35	1
187	288	35	1
189	288	35	1
190	288	35	1
195	288	35	2
205	288	35	1
220	288	35	2
221	288	35	2
223	288	35	1
224	288	35	1
230	288	35	1
237	288	35	2
239	288	35	2
245	288	35	2
246	288	35	1
247	288	35	2
176	289	35	1
184	289	35	1
186	289	35	1
193	289	35	2
205	289	35	2
220	289	35	1
224	289	35	1
228	289	35	1
239	289	35	2
244	289	35	1
248	289	35	1
185	290	35	1
186	290	35	2
187	290	35	1
204	290	35	1
222	290	35	2
223	290	35	1
231	290	35	1
234	290	35	1
243	290	35	1
244	290	35	1
196	291	35	1
201	291	35	1
216	291	35	1
223	291	35	2
225	291	35	1
226	291	35	1
229	291	35	2
231	291	35	1
232	291	35	2
234	291	35	1
239	291	35	1
241	291	35	1
244	291	35	1
174	292	35	1
194	292	35	1
200	292	35	1
201	292	35	1
203	292	35	1
204	292	35	1
220	292	35	1
221	292	35	1
222	292	35	1
224	292	35	1
228	292	35	1
235	292	35	1
247	292	35	2
248	292	35	1
206	293	35	1
222	293	35	2
223	293	35	1
231	293	35	1
235	293	35	1
238	293	35	2
239	293	35	1
183	294	35	2
188	294	35	1
190	294	35	2
197	294	35	2
198	294	35	1
204	294	35	1
218	294	35	1
219	294	35	1
221	294	35	2
222	294	35	2
226	294	35	3
228	294	35	1
234	294	35	1
236	294	35	1
237	294	35	2
239	294	35	1
181	295	35	1
191	295	35	1
197	295	35	2
202	295	35	1
203	295	35	1
218	295	35	1
220	295	35	1
223	295	35	1
225	295	35	1
230	295	35	1
244	295	35	2
248	295	35	1
249	295	35	1
180	296	35	1
181	296	35	1
197	296	35	1
198	296	35	1
200	296	35	1
201	296	35	1
202	296	35	1
219	296	35	2
221	296	35	1
229	296	35	1
236	296	35	1
237	296	35	1
242	296	35	1
243	296	35	2
194	297	35	1
202	297	35	1
221	297	35	1
232	297	35	1
235	297	35	2
237	297	35	1
240	297	35	3
243	297	35	1
248	297	35	1
181	298	35	1
197	298	35	2
198	298	35	1
200	298	35	2
220	298	35	1
222	298	35	1
223	298	35	1
228	298	35	1
246	298	35	1
247	298	35	2
195	299	35	1
196	299	35	1
199	299	35	2
200	299	35	1
227	299	35	2
228	299	35	1
229	299	35	1
235	299	35	1
238	299	35	1
242	299	35	1
194	300	35	2
197	300	35	2
227	300	35	1
228	300	35	1
229	300	35	1
235	300	35	1
236	300	35	1
237	300	35	1
239	300	35	2
196	301	35	1
198	301	35	1
224	301	35	2
227	301	35	1
236	301	35	1
240	301	35	1
242	301	35	1
200	302	35	2
226	302	35	2
230	302	35	1
231	302	35	1
234	302	35	1
244	302	35	1
223	303	35	1
227	303	35	1
229	303	35	2
230	303	35	1
231	303	35	1
233	303	35	1
234	303	35	1
236	303	35	1
241	303	35	1
244	303	35	1
207	304	35	1
221	304	35	1
223	304	35	2
225	304	35	1
235	304	35	1
239	304	35	1
207	305	35	1
225	305	35	1
232	305	35	1
233	305	35	1
236	305	35	3
242	305	35	1
199	306	35	1
204	306	35	1
206	306	35	1
220	306	35	2
222	306	35	1
227	306	35	1
230	306	35	2
236	306	35	1
240	306	35	1
198	307	35	1
207	307	35	1
222	307	35	1
225	307	35	1
227	307	35	1
236	307	35	1
241	307	35	1
243	307	35	1
203	308	35	1
206	308	35	1
222	308	35	2
226	308	35	1
227	308	35	1
228	308	35	1
228	309	35	1
235	309	35	1
237	309	35	1
238	309	35	1
219	310	35	1
222	310	35	1
225	310	35	1
230	310	35	1
234	310	35	1
220	311	35	1
230	311	35	1
240	311	35	1
225	312	35	1
232	312	35	1
234	312	35	1
236	312	35	1
237	312	35	1
242	312	35	1
217	313	35	1
223	313	35	1
226	313	35	3
229	313	35	1
230	313	35	2
232	313	35	1
227	314	35	1
230	314	35	1
234	314	35	1
226	315	35	1
234	315	35	1
237	315	35	1
238	315	35	1
234	316	35	1
236	316	35	1
227	317	35	1
230	317	35	1
237	317	35	2
239	317	35	1
212	318	35	2
233	318	35	1
238	318	35	2
233	319	35	1
229	252	36	1
228	253	36	1
229	254	36	1
226	255	36	1
218	256	36	1
219	257	36	1
216	258	36	1
217	258	36	1
221	258	36	1
224	258	36	1
228	258	36	1
231	258	36	2
232	258	36	1
220	259	36	1
221	259	36	1
222	259	36	1
224	259	36	1
225	259	36	1
228	259	36	2
230	259	36	1
217	260	36	1
224	260	36	2
228	260	36	1
230	260	36	1
235	260	36	2
240	260	36	1
220	261	36	2
229	261	36	1
238	261	36	1
190	262	36	1
192	262	36	1
214	262	36	1
221	262	36	2
224	262	36	2
227	262	36	1
228	262	36	2
229	262	36	2
231	262	36	1
238	262	36	1
191	263	36	1
193	263	36	1
211	263	36	1
219	263	36	1
227	263	36	1
231	263	36	1
233	263	36	1
234	263	36	1
236	263	36	1
240	263	36	2
249	263	36	1
191	264	36	1
210	264	36	1
212	264	36	3
215	264	36	1
216	264	36	2
218	264	36	1
223	264	36	1
225	264	36	1
226	264	36	1
231	264	36	1
238	264	36	1
239	264	36	1
246	264	36	2
250	264	36	1
189	265	36	1
191	265	36	1
194	265	36	1
208	265	36	1
211	265	36	1
216	265	36	1
231	265	36	1
233	265	36	1
234	265	36	3
242	265	36	1
186	266	36	1
188	266	36	1
189	266	36	2
193	266	36	1
207	266	36	2
211	266	36	1
215	266	36	2
216	266	36	1
219	266	36	2
222	266	36	1
226	266	36	1
232	266	36	2
234	266	36	1
235	266	36	2
238	266	36	1
241	266	36	1
243	266	36	1
195	267	36	1
196	267	36	2
208	267	36	1
209	267	36	1
210	267	36	1
218	267	36	1
239	267	36	1
241	267	36	1
188	268	36	3
189	268	36	2
194	268	36	1
196	268	36	1
197	268	36	1
205	268	36	1
215	268	36	1
219	268	36	1
234	268	36	1
240	268	36	1
241	268	36	1
247	268	36	1
185	269	36	2
191	269	36	2
219	269	36	1
225	269	36	1
229	269	36	1
233	269	36	2
234	269	36	1
237	269	36	1
238	269	36	1
248	269	36	2
172	270	36	1
187	270	36	2
203	270	36	1
206	270	36	3
211	270	36	1
216	270	36	2
230	270	36	1
231	270	36	2
232	270	36	1
235	270	36	1
239	270	36	1
188	271	36	1
189	271	36	1
206	271	36	1
213	271	36	1
217	271	36	1
249	271	36	1
197	272	36	1
208	272	36	1
214	272	36	1
219	272	36	2
222	272	36	1
230	272	36	1
231	272	36	1
236	272	36	1
239	272	36	1
240	272	36	1
178	273	36	1
181	273	36	1
185	273	36	1
208	273	36	1
209	273	36	1
210	273	36	1
212	273	36	1
236	273	36	1
241	273	36	1
176	274	36	3
203	274	36	1
204	274	36	1
211	274	36	1
215	274	36	1
175	275	36	1
214	275	36	1
217	275	36	1
243	275	36	1
181	276	36	1
186	276	36	1
204	276	36	1
206	276	36	3
207	276	36	1
208	276	36	2
213	276	36	3
214	276	36	1
215	276	36	2
219	276	36	1
222	276	36	1
228	276	36	1
232	276	36	1
237	276	36	2
241	276	36	2
189	277	36	1
206	277	36	1
207	277	36	1
209	277	36	2
211	277	36	1
213	277	36	5
215	277	36	1
220	277	36	3
232	277	36	1
234	277	36	1
202	278	36	1
207	278	36	1
213	278	36	1
214	278	36	1
219	278	36	2
223	278	36	1
234	278	36	1
239	278	36	1
173	279	36	1
187	279	36	1
193	279	36	1
201	279	36	1
204	279	36	1
206	279	36	1
208	279	36	1
211	279	36	1
212	279	36	1
215	279	36	1
173	280	36	1
204	280	36	1
206	280	36	1
208	280	36	1
210	280	36	1
211	280	36	1
212	280	36	1
214	280	36	1
219	280	36	1
224	280	36	2
226	280	36	1
232	280	36	1
187	281	36	1
189	281	36	1
190	281	36	1
191	281	36	1
200	281	36	1
206	281	36	2
211	281	36	1
212	281	36	1
217	281	36	1
223	281	36	1
230	281	36	1
172	282	36	2
175	282	36	3
189	282	36	1
206	282	36	1
209	282	36	1
215	282	36	1
221	282	36	1
181	283	36	2
187	283	36	1
189	283	36	1
202	283	36	1
204	283	36	1
205	283	36	1
208	283	36	1
225	283	36	1
230	283	36	1
241	283	36	1
179	284	36	2
188	284	36	1
201	284	36	1
202	284	36	1
208	284	36	1
210	284	36	1
211	284	36	1
214	284	36	1
219	284	36	1
225	284	36	1
201	285	36	2
202	285	36	1
204	285	36	1
205	285	36	1
215	285	36	1
217	285	36	1
218	285	36	2
221	285	36	1
223	285	36	1
233	285	36	2
235	285	36	1
240	285	36	1
241	285	36	1
243	285	36	1
187	286	36	1
188	286	36	1
189	286	36	1
193	286	36	1
198	286	36	1
202	286	36	1
203	286	36	1
207	286	36	1
208	286	36	2
209	286	36	2
211	286	36	1
224	286	36	1
229	286	36	2
231	286	36	2
234	286	36	1
239	286	36	1
242	286	36	1
185	287	36	1
190	287	36	2
201	287	36	1
226	287	36	1
229	287	36	1
236	287	36	1
238	287	36	3
241	287	36	1
243	287	36	1
244	287	36	1
176	288	36	1
184	288	36	1
202	288	36	2
203	288	36	1
206	288	36	1
220	288	36	1
230	288	36	1
237	288	36	1
242	288	36	2
187	289	36	1
195	289	36	2
200	289	36	1
203	289	36	1
217	289	36	1
230	289	36	2
242	289	36	1
185	290	36	1
195	290	36	1
197	290	36	1
202	290	36	1
204	290	36	2
206	290	36	1
222	290	36	3
223	290	36	1
225	290	36	1
231	290	36	1
232	290	36	2
236	290	36	1
237	290	36	1
239	290	36	1
204	291	36	1
224	291	36	1
231	291	36	1
237	291	36	1
240	291	36	1
241	291	36	1
244	291	36	1
174	292	36	1
187	292	36	1
189	292	36	1
194	292	36	1
196	292	36	3
202	292	36	1
203	292	36	1
204	292	36	1
224	292	36	1
226	292	36	1
228	292	36	1
230	292	36	3
237	292	36	2
238	292	36	1
242	292	36	1
182	293	36	1
196	293	36	1
199	293	36	1
206	293	36	2
207	293	36	1
222	293	36	1
225	293	36	1
232	293	36	1
235	293	36	1
237	293	36	2
240	293	36	1
187	294	36	1
195	294	36	1
198	294	36	1
199	294	36	1
202	294	36	1
204	294	36	1
228	294	36	1
231	294	36	1
232	294	36	1
235	294	36	2
243	294	36	2
196	295	36	2
201	295	36	1
220	295	36	1
221	295	36	1
226	295	36	1
231	295	36	1
232	295	36	1
233	295	36	2
239	295	36	1
244	295	36	1
245	295	36	1
194	296	36	2
227	296	36	1
228	296	36	1
229	296	36	1
238	296	36	1
239	296	36	2
198	297	36	1
199	297	36	1
201	297	36	1
202	297	36	1
204	297	36	1
217	297	36	1
229	297	36	1
230	297	36	1
231	297	36	1
234	297	36	2
236	297	36	1
238	297	36	2
239	297	36	1
241	297	36	1
242	297	36	1
244	297	36	2
201	298	36	1
202	298	36	1
205	298	36	2
229	298	36	1
230	298	36	1
236	298	36	1
239	298	36	1
240	298	36	1
243	298	36	2
229	299	36	2
238	299	36	1
239	299	36	1
242	299	36	2
225	300	36	2
232	300	36	1
240	300	36	1
226	301	36	1
228	301	36	1
233	301	36	1
234	301	36	1
240	301	36	3
223	302	36	1
225	302	36	3
231	302	36	1
232	302	36	2
244	302	36	2
225	303	36	1
226	303	36	1
227	303	36	1
223	304	36	2
225	304	36	1
227	304	36	1
233	304	36	1
199	305	36	1
226	305	36	1
228	306	36	2
194	307	36	1
222	307	36	1
223	307	36	1
235	307	36	1
240	307	36	2
