x	y	z	Toll Like Receptor 3 (TLR3) Cascade
237	282	32	2
240	282	32	1
242	282	32	2
244	282	32	1
247	282	32	1
248	282	32	2
249	282	32	1
256	282	32	1
176	283	32	1
178	283	32	1
181	283	32	1
183	283	32	1
207	283	32	1
221	283	32	1
222	283	32	2
223	283	32	1
224	283	32	2
226	283	32	2
237	283	32	1
238	283	32	2
239	283	32	1
241	283	32	1
242	283	32	2
244	283	32	2
248	283	32	2
249	283	32	3
251	283	32	3
176	284	32	1
186	284	32	2
208	284	32	1
209	284	32	1
210	284	32	2
219	284	32	2
221	284	32	1
222	284	32	1
225	284	32	1
226	284	32	1
229	284	32	1
230	284	32	2
233	284	32	1
236	284	32	2
237	284	32	2
245	284	32	1
247	284	32	1
248	284	32	1
252	284	32	1
176	285	32	1
178	285	32	1
179	285	32	1
180	285	32	2
182	285	32	1
185	285	32	2
218	285	32	2
219	285	32	2
221	285	32	1
225	285	32	1
229	285	32	2
232	285	32	2
235	285	32	1
236	285	32	2
237	285	32	1
243	285	32	2
244	285	32	1
250	285	32	2
253	285	32	1
254	285	32	2
255	285	32	1
174	286	32	1
177	286	32	2
180	286	32	2
204	286	32	1
206	286	32	2
207	286	32	2
218	286	32	1
221	286	32	1
223	286	32	1
226	286	32	1
227	286	32	1
229	286	32	4
236	286	32	1
240	286	32	2
246	286	32	3
254	286	32	2
256	286	32	1
177	287	32	2
187	287	32	2
222	287	32	2
223	287	32	1
224	287	32	2
226	287	32	1
227	287	32	2
231	287	32	1
233	287	32	1
236.5	287.5	32.5	2
238	287	32	1
240	287	32	2
241	287	32	1
242	287	32	2
245	287	32	3
247	287	32	2
249	287	32	1
250	287	32	1
254	287	32	1
255	287	32	2
256	287	32	1
201	288	32	1
202	288	32	2
220	288	32	1
221	288	32	1
226	288	32	1
227	288	32	1
234	288	32	2
235	288	32	1
242	288	32	1
245	288	32	1
249	288	32	1
250	288	32	2
253	288	32	1
185	289	32	1
187	289	32	3
200	289	32	1
201	289	32	1
223	289	32	1
224	289	32	1
227	289	32	3
229	289	32	1
230	289	32	2
233	289	32	1
234	289	32	3
237	289	32	2
238	289	32	2
239	289	32	1
242	289	32	1
243	289	32	1
244	289	32	5
247	289	32	1
248	289	32	1
253	289	32	1
185	290	32	1
187	290	32	1
221	290	32	1
222	290	32	2
225	290	32	1
229	290	32	1
231	290	32	1
234	290	32	1
235	290	32	1
236	290	32	3
239	290	32	1
241	290	32	1
243	290	32	1
244	290	32	1
245	290	32	1
246	290	32	1
247	290	32	2
250	290	32	1
255	290	32	1
186	291	32	1
197	291	32	1
198	291	32	2
200	291	32	1
222	291	32	2
223	291	32	2
224	291	32	1
226	291	32	2
231	291	32	1
233.333333333333	291.333333333333	33	1
236	291	32	2
242	291	32	1
243	291	32	1
246	291	32	1
247	291	32	2
248	291	32	2
256	291	32	1
197	292	32	1
201	292	32	1
203	292	32	1
204	292	32	1
221	292	32	1
222	292	32	3
223	292	32	1
224	292	32	1
225	292	32	1
227	292	32	2
236.75	292.75	33	2
238	292	32	2
242	292	32	2
243	292	32	1
247	292	32	1
248	292	32	1
249	292	32	1
250	292	32	1
251	292	32	1
252	292	32	2
254	292	32	2
255	292	32	1
179	293	32	1
197	293	32	3
198	293	32	2
199	293	32	1
216	293	32	1
218	293	32	1
221	293	32	1
222	293	32	2
225	293	32	1
227	293	32	1
229	293	32	1
236	293	32	1
237	293	32	1
241	293	32	3
244	293	32	1
245	293	32	1
247	293	32	1
250	293	32	1
253	293	32	2
197	294	32	1
199	294	32	3
202	294	32	1
204	294	32	2
221	294	32	1
223	294	32	1
225	294	32	3
233	294	32	1
235	294	32	1
236	294	32	1
237	294	32	1
238	294	32	2
244	294	32	2
246	294	32	2
252	294	32	1
253	294	32	1
192	295	32	1
220	295	32	1
223	295	32	1
224	295	32	1
227	295	32	1
230	295	32	2
236	295	32	2
240	295	32	1
241	295	32	1
245	295	32	1
247	295	32	1
248	295	32	1
250	295	32	1
251	295	32	1
253	295	32	1
197	296	32	2
198	296	32	1
202	296	32	2
218	296	32	1
225	296	32	1
228	296	32	1
230	296	32	2
231	296	32	1
232	296	32	1
233	296	32	1
235	296	32	3
237	296	32	1
241	296	32	2
242	296	32	1
244	296	32	1
247	296	32	2
249	296	32	3
252	296	32	1
183	297	32	4
221	297	32	1
225	297	32	1
226	297	32	1
227	297	32	2
230	297	32	1
236	297	32	1
242	297	32	1
243	297	32	2
246	297	32	2
249	297	32	2
250	297	32	1
195	298	32	2
197	298	32	3
198	298	32	4
199	298	32	1
202	298	32	1
219	298	32	1
221	298	32	3
223	298	32	1
227	298	32	1
230	298	32	2
232	298	32	1
236	298	32	2
237	298	32	1
238	298	32	1
244	298	32	1
246	298	32	1
248	298	32	1
249	298	32	2
250	298	32	1
251	298	32	2
252	298	32	2
253	298	32	3
227	299	32	2
228	299	32	1
233	299	32	1
237	299	32	2
240	299	32	1
241	299	32	1
242	299	32	1
244	299	32	1
247	299	32	1
248	299	32	1
249	299	32	3
185	300	32	2
227	300	32	1
232	300	32	1
235	300	32	1
236	300	32	2
244	300	32	2
245	300	32	1
246	300	32	2
247	300	32	3
248	300	32	1
196	301	32	1
198	301	32	1
221	301	32	1
224	301	32	3
227	301	32	1
235	301	32	1
237	301	32	2
239	301	32	2
243	301	32	1
244	301	32	1
249	301	32	1
223	302	32	3
229	302	32	2
233	302	32	2
236	302	32	1
239	302	32	1
241	302	32	1
242	302	32	1
243	302	32	1
245	302	32	1
248	302	32	1
222	303	32	2
225	303	32	1
226	303	32	3
229	303	32	3
232	303	32	2
234	303	32	2
241	303	32	1
244	303	32	2
245	303	32	1
230	304	32	1
231	304	32	1
233	304	32	2
234	304	32	2
236	304	32	2
238	304	32	1
239	304	32	2
243	304	32	1
222	305	32	1
226	305	32	1
242	305	32	1
208	306	32	1
222	306	32	1
233	306	32	2
235	306	32	2
236	306	32	2
242	306	32	1
206	307	32	2
222	307	32	1
225	307	32	2
226	307	32	2
234	307	32	3
237	307	32	2
220	308	32	4
221	308	32	2
223	308	32	1
225	308	32	3
227	308	32	3
235	308	32	3
236	308	32	2
220	309	32	1
225	309	32	1
226	309	32	2
228	309	32	2
235	309	32	2
225	310	32	2
227	310	32	1
229	310	32	3
230	310	32	1
231	310	32	2
233	310	32	1
227	312	32	1
229	312	32	1
230	313	32	1
235	313	32	1
228	249	33	1
228	250	33	1
226	251	33	1
230	251	33	1
229	252	33	1
240	252	33	1
216	253	33	1
217	253	33	1
218	253	33	1
222	253	33	1
224	253	33	2
228	253	33	1
229	253	33	1
231	253	33	1
232	253	33	3
225	254	33	1
236	254	33	1
240	254	33	1
217	255	33	2
218	255	33	1
219	255	33	3
221	255	33	1
224	255	33	2
226	255	33	1
231	255	33	1
235	255	33	1
236	255	33	1
237	255	33	2
215	256	33	3
216	256	33	1
225	256	33	2
230	256	33	2
232	256	33	1
238	256	33	1
240	256	33	1
241	256	33	1
214	257	33	1
215	257	33	1
216	257	33	1
217	257	33	1
220	257	33	3
221	257	33	2
224	257	33	2
230	257	33	2
235	257	33	1
237	257	33	3
239	257	33	1
215	258	33	1
219	258	33	2
231	258	33	2
232	258	33	2
233	258	33	1
242	258	33	1
244	258	33	1
189	259	33	3
194	259	33	1
211	259	33	1
213	259	33	2
217	259	33	1
220	259	33	1
222	259	33	1
223	259	33	1
224	259	33	1
226	259	33	2
228	259	33	2
233	259	33	1
235	259	33	1
242	259	33	2
243	259	33	1
192	260	33	2
212	260	33	2
217	260	33	2
219	260	33	1
220	260	33	1
223	260	33	1
224	260	33	1
231	260	33	1
236	260	33	1
237	260	33	1
238	260	33	2
241	260	33	1
243	260	33	1
195	261	33	1
205	261	33	1
208	261	33	1
211	261	33	1
216	261	33	2
217.5	261.5	33.5	2
218	261	33	2
220	261	33	1
226	261	33	1
227	261	33	1
228	261	33	1
229	261	33	1
230	261	33	1
231	261	33	2
236	261	33	1
240	261	33	2
241	261	33	2
244	261	33	1
245	261	33	1
247	261	33	3
191	262	33	1
192	262	33	2
196	262	33	1
203	262	33	2
209	262	33	1
211	262	33	1
212	262	33	2
215	262	33	4
216	262	33	1
218	262	33	1
221	262	33	2
224	262	33	1
227	262	33	1
230	262	33	1
231	262	33	2
239	262	33	1
240	262	33	1
241	262	33	1
245	262	33	3
246	262	33	1
248	262	33	1
250	262	33	1
183	263	33	3
185	263	33	3
188	263	33	1
189	263	33	1
190	263	33	1
191	263	33	1
198	263	33	1
200	263	33	1
211	263	33	1
212	263	33	2
214	263	33	1
215	263	33	1
217	263	33	1
219	263	33	1
222	263	33	1
223	263	33	1
225	263	33	1
231	263	33	4
236	263	33	1
238	263	33	1
239	263	33	4
240	263	33	1
242	263	33	2
243	263	33	1
245	263	33	1
247	263	33	1
248	263	33	1
186	264	33	1
187	264	33	1
190	264	33	1
192	264	33	1
194	264	33	1
195	264	33	1
199	264	33	1
211	264	33	4
212	264	33	3
214	264	33	1
215	264	33	1
216	264	33	1
218	264	33	1
221	264	33	1
223	264	33	2
224	264	33	1
225	264	33	2
228	264	33	2
229	264	33	1
231	264	33	1
238	264	33	1
245	264	33	1
247	264	33	1
248	264	33	2
249	264	33	1
185	265	33	1
186	265	33	1
189	265	33	1
191	265	33	2
192	265	33	1
194	265	33	2
195	265	33	1
207	265	33	1
208	265	33	5
211	265	33	1
213	265	33	1
214	265	33	1
219	265	33	1
220	265	33	1
221	265	33	1
222	265	33	2
223	265	33	1
224	265	33	1
237	265	33	2
242	265	33	1
243	265	33	3
244	265	33	1
247	265	33	1
248	265	33	2
251	265	33	1
252	265	33	1
185	266	33	1
187	266	33	7
190	266	33	2
193	266	33	1
211	266	33	2
214	266	33	1
215	266	33	1
216	266	33	1
218	266	33	2
219	266	33	1
221	266	33	2
222	266	33	2
224	266	33	3
225	266	33	1
237	266	33	2
239	266	33	3
240	266	33	2
241	266	33	1
242	266	33	2
246	266	33	1
183	267	33	1
188	267	33	1
192	267	33	1
196	267	33	2
197	267	33	1
202	267	33	3
205	267	33	1
210	267	33	2
214	267	33	2
215	267	33	1
220	267	33	1
225	267	33	1
226	267	33	1
227	267	33	1
228	267	33	1
229	267	33	1
235	267	33	1
241	267	33	1
242	267	33	1
245	267	33	2
246	267	33	2
247	267	33	1
248	267	33	2
250	267	33	1
253	267	33	1
188	268	33	1
189	268	33	2
191	268	33	1
193	268	33	1
196	268	33	1
207	268	33	1
208	268	33	1
209	268	33	1
212	268	33	1
213	268	33	2
216	268	33	2
217	268	33	1
218	268	33	1
219	268	33	1
220	268	33	1
224	268	33	1
232	268	33	1
240	268	33	2
242	268	33	1
245	268	33	2
249	268	33	2
184	269	33	2
187	269	33	1
191	269	33	2
193	269	33	1
201	269	33	2
204	269	33	3
208	269	33	1
212	269	33	1
216	269	33	1
217	269	33	1
219	269	33	1
224	269	33	1
227	269	33	1
232	269	33	1
234	269	33	2
240	269	33	1
246	269	33	1
251	269	33	2
178	270	33	1
179	270	33	1
184	270	33	1
186	270	33	1
198	270	33	2
205	270	33	2
206	270	33	1
212	270	33	1
215	270	33	1
223	270	33	1
233	270	33	1
243	270	33	2
249	270	33	1
175	271	33	3
179	271	33	2
181	271	33	1
185	271	33	2
187	271	33	1
190	271	33	1
192	271	33	2
206	271	33	1
209	271	33	1
215	271	33	1
216	271	33	4
225	271	33	2
235	271	33	1
237	271	33	4
238	271	33	1
239	271	33	1
241	271	33	1
243	271	33	3
244	271	33	1
245	271	33	1
248	271	33	1
253	271	33	1
172	272	33	2
173	272	33	1
176	272	33	2
182	272	33	2
183	272	33	3
184	272	33	1
189	272	33	2
201	272	33	2
203	272	33	1
207	272	33	2
208	272	33	1
217	272	33	1
225	272	33	1
231	272	33	1
232	272	33	1
235	272	33	1
237	272	33	1
240	272	33	1
241	272	33	2
242	272	33	1
247	272	33	2
250	272	33	1
251	272	33	2
181	273	33	1
183	273	33	2
185	273	33	1
186	273	33	2
188	273	33	1
190	273	33	3
201	273	33	1
202	273	33	1
203	273	33	1
205	273	33	1
209	273	33	2
213	273	33	1
214	273	33	1
215	273	33	5
216	273	33	1
217	273	33	3
230	273	33	2
239	273	33	1
240	273	33	1
247	273	33	2
248	273	33	1
249	273	33	1
253	273	33	1
170	274	33	1
174	274	33	3
176	274	33	1
177	274	33	1
182	274	33	1
186	274	33	1
190	274	33	1
193	274	33	1
201	274	33	1
202	274	33	1
203	274	33	1
204	274	33	1
206	274	33	1
207	274	33	3
208	274	33	2
209	274	33	3
210	274	33	1
212	274	33	1
226	274	33	1
227	274	33	2
229	274	33	4
232	274	33	2
233	274	33	2
236	274	33	1
237	274	33	1
238	274	33	1
243	274	33	4
245	274	33	1
250	274	33	1
176	275	33	2
183	275	33	2
184	275	33	1
185	275	33	1
186	275	33	3
200	275	33	1
202	275	33	1
205	275	33	1
207	275	33	3
209	275	33	1
210	275	33	1
211	275	33	2
212	275	33	2
213	275	33	2
215	275	33	1
216	275	33	1
217	275	33	1
235	275	33	2
237	275	33	2
241	275	33	1
242	275	33	2
243	275	33	1
244	275	33	2
246	275	33	2
250	275	33	3
251	275	33	2
186	276	33	1
189	276	33	1
192	276	33	3
201	276	33	2
206	276	33	1
207	276	33	2
208	276	33	1
214	276	33	3
215	276	33	1
232	276	33	1
236	276	33	1
244	276	33	2
176	277	33	1
187	277	33	1
202	277	33	2
211	277	33	1
215	277	33	1
216	277	33	1
232	277	33	2
236	277	33	2
237	277	33	1
239	277	33	2
242	277	33	2
243	277	33	1
246	277	33	1
247	277	33	1
177	278	33	1
178	278	33	1
205	278	33	2
207	278	33	1
209	278	33	1
210	278	33	1
223	278	33	1
235	278	33	1
237	278	33	1
239	278	33	1
245	278	33	1
168	279	33	1
175	279	33	2
178	279	33	2
181	279	33	1
201	279	33	1
207	279	33	2
208	279	33	1
210	279	33	2
220	279	33	2
222	279	33	1
231	279	33	1
234	279	33	2
240	279	33	1
241	279	33	1
243	279	33	2
174	280	33	1
176	280	33	1
177	280	33	2
180	280	33	2
203	280	33	1
209	280	33	1
210	280	33	3
211	280	33	1
214	280	33	1
217	280	33	1
223	280	33	2
225	280	33	1
226	280	33	2
237	280	33	2
246	280	33	1
247	280	33	1
248	280	33	2
249	280	33	2
250	280	33	3
175	281	33	1
179	281	33	1
186	281	33	1
207	281	33	1
219	281	33	1
221	281	33	1
223	281	33	1
224	281	33	1
233	281	33	1
239	281	33	3
241	281	33	1
249	281	33	1
177	282	33	2
178	282	33	1
179	282	33	1
185	282	33	1
188	282	33	1
190	282	33	2
205	282	33	2
212	282	33	1
213	282	33	2
218	282	33	3
221	282	33	1
222	282	33	1
223	282	33	1
225	282	33	1
229	282	33	1
230	282	33	2
231	282	33	3
232	282	33	1
237	282	33	2
247	282	33	1
250	282	33	1
179	283	33	3
181	283	33	1
189	283	33	1
209	283	33	1
211	283	33	1
215	283	33	1
220	283	33	1
225	283	33	1
226	283	33	1
228	283	33	1
229	283	33	2
232	283	33	1
238	283	33	1
240	283	33	1
241	283	33	1
243	283	33	1
246	283	33	1
247	283	33	2
249	283	33	2
253	283	33	1
175	284	33	2
176	284	33	1
186	284	33	4
188	284	33	1
205	284	33	3
207	284	33	1
208	284	33	1
209	284	33	1
210	284	33	1
211	284	33	1
220	284	33	1
222	284	33	1
226	284	33	1
229	284	33	2
233	284	33	1
234	284	33	1
235	284	33	1
236	284	33	2
240	284	33	1
241	284	33	1
247	284	33	1
248	284	33	1
202	285	33	1
204	285	33	2
208	285	33	1
212	285	33	1
220	285	33	1
223	285	33	1
226	285	33	1
229	285	33	3
230	285	33	1
233	285	33	1
234	285	33	1
236	285	33	1
237.5	285.5	33.5	1
241	285	33	1
243	285	33	1
246	285	33	3
247	285	33	2
253	285	33	2
254	285	33	2
185	286	33	2
201	286	33	1
208	286	33	2
211	286	33	1
219	286	33	1
223	286	33	1
225	286	33	2
226	286	33	2
228	286	33	1
229	286	33	1
230	286	33	1
236	286	33	1
237	286	33	2
239	286	33	1
241.5	286.5	33.5	1
243	286	33	2
246	286	33	4
248	286	33	2
252	286	33	1
255	286	33	2
179	287	33	1
199	287	33	1
204	287	33	2
205	287	33	4
220	287	33	1
227	287	33	1
229	287	33	2
230	287	33	1
233	287	33	1
234	287	33	3
235	287	33	1
236	287	33	1
243	287	33	4
246	287	33	1
247	287	33	1
186	288	33	2
196	288	33	1
219	288	33	1
220	288	33	1
223	288	33	2
226	288	33	1
230	288	33	1
231	288	33	1
233	288	33	3
239	288	33	1
244	288	33	3
245	288	33	3
246	288	33	2
248	288	33	1
249	288	33	1
250	288	33	1
257	288	33	2
186	289	33	1
201	289	33	1
202	289	33	2
205	289	33	1
222	289	33	1
224	289	33	2
232	289	33	1
237	289	33	1
246	289	33	2
247	289	33	1
250	289	33	3
185	290	33	1
197	290	33	2
199	290	33	1
207	290	33	2
222	290	33	2
225	290	33	2
230	290	33	2
232	290	33	3
233	290	33	1
235	290	33	2
236	290	33	2
238	290	33	2
239	290	33	3
241	290	33	2
243	290	33	1
246	290	33	2
247	290	33	1
248	290	33	5
250	290	33	1
255	290	33	2
185	291	33	1
199	291	33	1
201	291	33	4
223	291	33	1
231	291	33	3
236	291	33	2
237	291	33	1
238	291	33	1
242	291	33	2
244	291	33	1
247	291	33	1
257	291	33	1
183	292	33	1
197	292	33	2
200	292	33	1
201	292	33	1
202	292	33	1
226	292	33	2
228	292	33	1
229	292	33	1
233	292	33	1
235	292	33	3
236	292	33	1
238	292	33	1
239	292	33	1
247	292	33	2
249	292	33	3
254	292	33	1
185	293	33	2
188	293	33	2
197	293	33	1
199	293	33	2
223	293	33	1
224	293	33	1
229	293	33	2
230	293	33	1
231	293	33	1
234	293	33	1
237	293	33	2
241	293	33	1
246	293	33	3
251	293	33	2
254	293	33	1
177	294	33	1
187	294	33	1
195	294	33	2
199	294	33	2
213	294	33	2
223	294	33	1
227	294	33	2
229	294	33	1
237	294	33	3
239	294	33	2
243	294	33	1
246	294	33	1
251	294	33	2
252	294	33	1
182	295	33	1
197	295	33	1
198	295	33	1
204	295	33	1
220	295	33	1
225	295	33	1
232	295	33	2
235	295	33	1
238	295	33	1
243	295	33	1
246	295	33	1
247	295	33	1
248	295	33	1
253	295	33	1
254	295	33	1
179	296	33	2
191	296	33	1
194	296	33	1
198	296	33	1
200	296	33	1
201	296	33	1
220	296	33	1
223	296	33	2
225	296	33	1
226	296	33	2
228	296	33	2
235	296	33	1
237	296	33	1
246	296	33	2
252	296	33	2
255	296	33	1
195	297	33	1
196	297	33	1
197	297	33	1
198	297	33	1
202	297	33	1
223	297	33	2
226	297	33	2
227	297	33	2
228	297	33	1
231	297	33	3
233	297	33	1
234	297	33	2
235	297	33	2
240	297	33	1
245	297	33	2
182	298	33	2
194	298	33	2
195	298	33	1
196	298	33	1
200	298	33	2
220	298	33	1
223	298	33	1
226	298	33	3
231	298	33	1
234	298	33	2
235	298	33	1
238	298	33	1
239	298	33	1
240	298	33	1
241	298	33	2
242	298	33	1
244	298	33	2
245	298	33	1
246	298	33	3
197	299	33	2
201	299	33	1
222	299	33	2
227	299	33	3
232	299	33	1
234	299	33	2
236	299	33	2
237	299	33	1
239	299	33	1
241	299	33	2
242	299	33	2
243	299	33	2
246	299	33	1
197	300	33	1
226	300	33	3
227	300	33	1
231	300	33	2
235	300	33	4
236	300	33	1
238	300	33	2
240	300	33	1
247	300	33	1
196	301	33	2
223	301	33	2
225	301	33	1
228	301	33	1
229	301	33	2
236	301	33	3
237	301	33	1
240	301	33	1
244	301	33	2
246	301	33	1
199	302	33	1
209	302	33	1
211	302	33	2
223	302	33	2
225	302	33	1
226	302	33	4
229	302	33	1
230	302	33	3
231	302	33	3
232	302	33	1
234	302	33	3
236	302	33	2
237	302	33	1
243	302	33	2
244	302	33	1
246	302	33	1
207	303	33	2
222	303	33	1
223	303	33	2
224	303	33	1
228	303	33	3
229	303	33	1
231	303	33	2
233	303	33	1
234	303	33	1
236	303	33	2
242	303	33	1
243	303	33	1
206	304	33	1
209	304	33	1
220	304	33	2
232	304	33	3
233	304	33	1
235	304	33	3
236	304	33	2
237	304	33	1
238	304	33	1
243	304	33	2
208	305	33	3
227	305	33	2
233	305	33	1
234	305	33	1
238	305	33	1
240	305	33	2
220	306	33	2
223	306	33	2
232	306	33	1
236	306	33	2
237	306	33	1
238	306	33	1
242	306	33	1
201	307	33	1
223	307	33	1
224	307	33	1
225	307	33	1
226	307	33	2
235	307	33	1
217	308	33	1
220	308	33	1
221	308	33	1
222	308	33	1
223	308	33	1
227	308	33	3
229	308	33	2
233	308	33	1
235	308	33	2
237	308	33	1
239	308	33	1
240	308	33	2
242	308	33	2
222	309	33	3
223	309	33	2
224	309	33	1
225	309	33	1
228	309	33	1
232	309	33	2
234	309	33	1
237	309	33	3
223	310	33	1
225	310	33	1
228	310	33	1
231	310	33	1
234	310	33	1
238	310	33	1
218	311	33	3
226	311	33	3
227	311	33	1
231	311	33	2
233	311	33	1
234	311	33	1
235	311	33	1
225	312	33	2
228	312	33	1
231	312	33	2
232	312	33	1
223	313	33	1
228	313	33	1
234	313	33	3
237	313	33	1
232	314	33	1
235	314	33	2
230	315	33	2
230	318	33	2
226	250	34	1
228	251	34	1
229	251	34	2
224	252	34	1
225	252	34	2
226	252	34	1
227	252	34	4
229	252	34	1
216	253	34	2
227	253	34	1
228	253	34	1
229	253	34	3
232	253	34	3
219	254	34	1
226	254	34	1
227	254	34	2
231	254	34	1
233	254	34	1
235	254	34	3
241	254	34	1
218	255	34	1
220	255	34	1
221	255	34	1
224	255	34	1
226	255	34	1
227	255	34	2
237	255	34	2
242	255	34	1
190	256	34	1
218	256	34	1
221	256	34	1
223	256	34	1
224	256	34	2
225	256	34	1
226	256	34	1
232	256	34	1
233	256	34	1
241	256	34	1
243	256	34	1
217	257	34	1
219	257	34	2
220	257	34	1
221	257	34	2
225	257	34	1
235	257	34	3
241	257	34	1
243	257	34	2
201	258	34	2
212	258	34	1
216	258	34	1
220	258	34	1
222	258	34	2
227	258	34	1
228	258	34	1
232	258	34	2
233	258	34	1
234	258	34	2
239	258	34	1
240	258	34	1
241	258	34	1
242	258	34	1
216	259	34	2
217	259	34	1
219	259	34	1
220	259	34	1
228	259	34	1
230	259	34	3
231	259	34	1
232	259	34	2
233	259	34	1
238	259	34	2
241	259	34	2
211	260	34	2
212	260	34	1
214	260	34	1
219	260	34	2
220	260	34	1
221	260	34	1
224	260	34	2
226	260	34	1
228	260	34	3
236	260	34	4
243	260	34	3
244	260	34	1
245	260	34	1
188	261	34	1
204	261	34	1
216	261	34	1
222	261	34	1
223	261	34	1
225	261	34	1
226	261	34	1
228	261	34	1
229	261	34	1
231	261	34	1
235	261	34	4
240	261	34	1
241	261	34	1
242	261	34	2
244	261	34	1
246	261	34	1
190	262	34	1
193	262	34	1
194	262	34	1
210	262	34	2
214	262	34	1
215	262	34	1
216	262	34	2
217	262	34	1
219	262	34	1
221	262	34	1
223	262	34	1
224	262	34	2
226	262	34	1
228	262	34	2
229	262	34	2
230	262	34	1
233	262	34	2
238	262	34	2
241	262	34	2
242	262	34	1
245	262	34	1
246	262	34	1
247	262	34	1
188	263	34	2
193	263	34	1
197	263	34	2
204	263	34	1
207	263	34	2
213	263	34	1
216	263	34	1
217	263	34	3
218	263	34	5
220	263	34	1
223	263	34	1
225	263	34	1
227	263	34	1
228	263	34	1
233	263	34	1
234	263	34	2
236	263	34	1
239	263	34	1
241	263	34	1
187	264	34	1
188	264	34	1
189	264	34	1
192	264	34	4
194	264	34	1
201	264	34	3
205	264	34	1
210	264	34	1
212	264	34	2
214	264	34	2
215	264	34	1
216	264	34	1
217	264	34	1
221	264	34	2
222	264	34	2
223	264	34	2
224	264	34	2
226	264	34	1
227	264	34	1
228	264	34	4
229	264	34	1
232	264	34	1
237	264	34	1
239	264	34	2
243	264	34	1
244	264	34	1
245	264	34	1
247	264	34	1
188	265	34	1
189	265	34	1
194	265	34	1
203	265	34	1
207	265	34	1
211	265	34	1
217	265	34	1
218	265	34	1
223	265	34	1
230	265	34	2
233	265	34	1
239	265	34	1
241	265	34	1
248	265	34	1
249	265	34	1
175	266	34	1
178	266	34	1
184	266	34	2
186	266	34	1
196	266	34	2
208	266	34	2
209	266	34	1
210	266	34	4
211	266	34	1
214	266	34	1
217	266	34	1
221	266	34	2
227	266	34	1
228	266	34	1
230	266	34	1
233	266	34	1
237	266	34	1
238	266	34	2
240	266	34	1
241	266	34	3
242	266	34	2
244	266	34	1
246	266	34	1
250	266	34	2
252	266	34	1
183	267	34	2
188	267	34	1
191	267	34	1
192	267	34	3
195	267	34	1
197	267	34	1
206	267	34	1
209	267	34	1
210	267	34	1
215	267	34	1
217	267	34	3
218	267	34	1
223	267	34	2
225	267	34	1
231	267	34	1
235	267	34	3
240	267	34	2
242	267	34	2
245	267	34	1
246	267	34	2
247	267	34	2
248	267	34	1
250	267	34	1
176	268	34	2
189	268	34	1
194	268	34	1
208	268	34	2
210	268	34	1
214	268	34	2
215	268	34	3
220	268	34	1
221	268	34	1
231	268	34	2
244	268	34	2
245	268	34	1
247	268	34	2
250	268	34	2
251	268	34	1
171	269	34	1
175	269	34	1
176	269	34	1
184	269	34	1
185	269	34	1
187	269	34	1
188	269	34	4
189	269	34	1
192	269	34	2
193	269	34	1
198	269	34	1
204	269	34	1
208	269	34	1
209	269	34	1
213	269	34	1
215	269	34	1
216	269	34	1
219	269	34	1
220	269	34	2
230	269	34	2
231	269	34	1
242	269	34	1
245	269	34	2
249	269	34	1
250	269	34	1
251	269	34	1
252	269	34	1
253	269	34	2
179	270	34	1
184	270	34	1
185	270	34	1
186	270	34	2
187	270	34	2
188	270	34	1
189	270	34	2
192	270	34	1
195	270	34	1
196	270	34	1
197	270	34	1
199	270	34	2
203	270	34	1
205	270	34	2
210	270	34	1
214	270	34	1
215	270	34	1
217	270	34	2
218	270	34	1
221	270	34	1
223	270	34	1
231	270	34	2
240	270	34	1
242	270	34	1
245	270	34	2
246	270	34	1
248	270	34	1
249	270	34	1
251	270	34	2
172	271	34	1
178	271	34	2
180	271	34	1
181	271	34	2
182	271	34	1
188	271	34	1
189	271	34	3
201	271	34	1
205	271	34	3
206	271	34	1
210	271	34	2
211	271	34	1
212	271	34	1
213	271	34	1
216	271	34	1
217	271	34	1
218	271	34	1
221	271	34	1
226	271	34	2
230	271	34	2
231	271	34	1
237	271	34	1
239	271	34	1
240	271	34	1
242	271	34	2
244	271	34	1
247	271	34	2
249	271	34	2
250	271	34	1
173	272	34	1
175	272	34	2
177	272	34	1
179	272	34	2
181	272	34	1
182	272	34	1
183	272	34	1
184	272	34	1
186	272	34	1
190	272	34	1
197	272	34	2
203	272	34	3
206	272	34	1
211	272	34	1
214	272	34	3
226	272	34	1
228	272	34	4
229	272	34	1
230	272	34	3
236	272	34	1
238	272	34	3
239	272	34	3
241	272	34	3
248	272	34	2
249	272	34	2
170	273	34	2
173	273	34	3
176	273	34	1
182	273	34	1
185	273	34	1
188	273	34	1
204	273	34	1
209	273	34	2
210	273	34	1
211	273	34	1
216	273	34	1
218	273	34	1
219	273	34	1
229	273	34	1
236	273	34	1
174	274	34	1
176	274	34	1
178	274	34	1
179	274	34	2
180	274	34	1
182	274	34	1
183	274	34	3
186	274	34	1
196	274	34	1
210	274	34	1
213	274	34	2
216	274	34	2
217	274	34	1
218	274	34	1
229	274	34	2
232	274	34	1
233	274	34	1
234	274	34	1
237	274	34	1
239	274	34	2
240	274	34	1
246	274	34	2
250	274	34	1
176	275	34	1
179	275	34	2
183	275	34	1
189	275	34	3
203	275	34	2
206	275	34	3
207	275	34	3
208	275	34	1
212	275	34	2
214	275	34	3
217	275	34	3
219	275	34	1
233	275	34	1
237	275	34	1
238	275	34	3
245	275	34	1
246	275	34	1
177	276	34	1
180	276	34	1
184	276	34	1
202	276	34	1
203	276	34	1
