x	y	z	Fc epsilon receptor (FCERI) signaling
220	295	32	2
223	295	32	1
224	295	32	1
226	295	32	1
228	295	32	1
229	295	32	1
230	295	32	1
240	295	32	2
241	295	32	1
243	295	32	1
247	295	32	2
248	295	32	1
249	295	32	1
250	295	32	2
187	296	32	3
198	296	32	1
202	296	32	1
230	296	32	1
232	296	32	1
233	296	32	1
235	296	32	4
243	296	32	1
244	296	32	1
245	296	32	1
249	296	32	1
251	296	32	2
252	296	32	2
199	297	32	2
219	297	32	1
221	297	32	1
225	297	32	2
229	297	32	1
230	297	32	1
234	297	32	1
237	297	32	1
244	297	32	2
246	297	32	1
247	297	32	1
248	297	32	1
251	297	32	1
197	298	32	3
198	298	32	1
199	298	32	1
219	298	32	1
221	298	32	1
230	298	32	1
232	298	32	2
234	298	32	3
237	298	32	1
240	298	32	1
241	298	32	1
246	298	32	2
249	298	32	2
250	298	32	2
251	298	32	1
197	299	32	1
226	299	32	1
231	299	32	1
233	299	32	2
236	299	32	2
237	299	32	3
242	299	32	2
244	299	32	1
247	299	32	1
248	299	32	1
249	299	32	1
185	300	32	1
196	300	32	2
197	300	32	1
225	300	32	1
232	300	32	1
235	300	32	1
237	300	32	2
239	300	32	2
246	300	32	1
247	300	32	2
198	301	32	1
210	301	32	1
223	301	32	1
224	301	32	1
225	301	32	1
231	301	32	1
232	301	32	1
233	301	32	3
235	301	32	2
236	301	32	1
237	301	32	1
239	301	32	1
241	301	32	1
244	301	32	1
246	301	32	1
248	301	32	1
249	301	32	2
222	302	32	1
224	302	32	1
230	302	32	1
234	302	32	2
239	302	32	1
241	302	32	1
242	302	32	1
249	302	32	1
207	303	32	1
223	303	32	1
225	303	32	1
226	303	32	1
229	303	32	1
242	303	32	2
245	303	32	1
220	304	32	1
230	304	32	1
233	304	32	1
234	304	32	1
235	304	32	2
236	304	32	1
238	304	32	1
245	304	32	1
204	305	32	1
222	305	32	2
237	305	32	2
238	305	32	2
242	305	32	2
233	306	32	1
235	306	32	3
237	306	32	1
241	306	32	1
242	306	32	3
206	307	32	1
221	307	32	1
225	307	32	1
236	307	32	2
220	308	32	1
221	308	32	1
225	308	32	1
227	308	32	1
220	309	32	1
224	309	32	2
225	309	32	1
226	309	32	1
227	309	32	1
234	309	32	1
235	309	32	1
225	310	32	1
229	310	32	1
227	312	32	1
232	312	32	2
232	249	33	1
228	251	33	2
230	251	33	1
227	252	33	3
240	252	33	1
217	253	33	2
225	253	33	1
228	253	33	1
232	253	33	2
240	253	33	1
193	254	33	1
220	254	33	1
225	254	33	1
226	254	33	2
227	254	33	1
231	254	33	2
232	254	33	1
235	254	33	1
239	254	33	1
240	254	33	1
241	254	33	1
218	255	33	1
219	255	33	1
221	255	33	1
223	255	33	1
224	255	33	1
226	255	33	2
215	256	33	2
221	256	33	1
222	256	33	1
225	256	33	1
230	256	33	1
240	256	33	2
241	256	33	1
214	257	33	2
217	257	33	3
224	257	33	1
230	257	33	1
237	257	33	2
239	257	33	1
220	258	33	1
221	258	33	1
223	258	33	2
230	258	33	1
231	258	33	1
233	258	33	2
234	258	33	2
244	258	33	2
189	259	33	1
194	259	33	2
201	259	33	1
211	259	33	1
215	259	33	1
216	259	33	1
217	259	33	1
218	259	33	1
220	259	33	2
223	259	33	2
224	259	33	1
225	259	33	2
228	259	33	1
232	259	33	1
235	259	33	2
239	259	33	2
242	259	33	1
243	259	33	2
244	259	33	1
192	260	33	3
212	260	33	1
217	260	33	2
220	260	33	1
223	260	33	3
224	260	33	2
229	260	33	2
230	260	33	2
233	260	33	1
236	260	33	1
237	260	33	3
241	260	33	1
246	260	33	2
182	261	33	3
188	261	33	2
211	261	33	1
216	261	33	1
217.5	261.5	33.5	1
222	261	33	1
224	261	33	2
225	261	33	1
227	261	33	2
229	261	33	1
230	261	33	1
231	261	33	2
232	261	33	1
234	261	33	1
236	261	33	1
237	261	33	1
239	261	33	2
240	261	33	1
245	261	33	1
191	262	33	2
192	262	33	1
196	262	33	1
209	262	33	2
210	262	33	1
211	262	33	1
214	262	33	1
219	262	33	1
221	262	33	1
223	262	33	1
228	262	33	1
229	262	33	2
231	262	33	2
238	262	33	3
240	262	33	1
242	262	33	4
243	262	33	1
245	262	33	1
246	262	33	1
250	262	33	3
183	263	33	1
185	263	33	1
188	263	33	3
189	263	33	1
190	263	33	3
191	263	33	2
193	263	33	1
198	263	33	1
199	263	33	1
200	263	33	1
203	263	33	1
211	263	33	1
213	263	33	3
214	263	33	1
218	263	33	2
220	263	33	1
222	263	33	1
224	263	33	2
228	263	33	1
231	263	33	1
236	263	33	1
240	263	33	3
244	263	33	2
245	263	33	1
247	263	33	2
248	263	33	2
249	263	33	1
251	263	33	1
185	264	33	1
187	264	33	3
188	264	33	4
189	264	33	1
191	264	33	2
194	264	33	1
199	264	33	1
209	264	33	1
210	264	33	1
212	264	33	1
226	264	33	2
228	264	33	2
229	264	33	1
235	264	33	1
239	264	33	1
242	264	33	1
245	264	33	2
247	264	33	1
250	264	33	1
185	265	33	1
188	265	33	1
189	265	33	3
192	265	33	1
211	265	33	1
214	265	33	1
221	265	33	1
223	265	33	2
233	265	33	2
235	265	33	1
239	265	33	1
243	265	33	1
244	265	33	1
245	265	33	1
247	265	33	1
248	265	33	1
252	265	33	2
184	266	33	2
187	266	33	2
188	266	33	1
190	266	33	1
191	266	33	1
192	266	33	1
193	266	33	1
194	266	33	3
195	266	33	1
197	266	33	1
204	266	33	2
211	266	33	2
214	266	33	1
217	266	33	2
220	266	33	1
222	266	33	1
228	266	33	2
230	266	33	1
247	266	33	2
249	266	33	1
250	266	33	2
183	267	33	2
186	267	33	3
193	267	33	1
196	267	33	2
197	267	33	1
200	267	33	1
202	267	33	1
209	267	33	1
210	267	33	1
212	267	33	1
214	267	33	1
215	267	33	1
217	267	33	3
219	267	33	1
220	267	33	3
221	267	33	2
223	267	33	1
228	267	33	2
229	267	33	1
231	267	33	1
240	267	33	1
242	267	33	1
245	267	33	1
188	268	33	1
189	268	33	1
192	268	33	1
193	268	33	1
195	268	33	1
207	268	33	2
210	268	33	2
211	268	33	2
213	268	33	2
216	268	33	2
219	268	33	1
224	268	33	2
225	268	33	2
226	268	33	1
231	268	33	2
232	268	33	1
242	268	33	2
245	268	33	1
249	268	33	1
252	268	33	1
184	269	33	1
185	269	33	2
188	269	33	2
192	269	33	1
194	269	33	2
195	269	33	1
196	269	33	1
198	269	33	1
201	269	33	2
204	269	33	2
208	269	33	1
215	269	33	1
227	269	33	1
232	269	33	1
233	269	33	2
234	269	33	3
235	269	33	1
239	269	33	1
244	269	33	1
245	269	33	1
246	269	33	2
250	269	33	1
174	270	33	2
178	270	33	2
183	270	33	1
184	270	33	1
185	270	33	1
187	270	33	1
198	270	33	3
205	270	33	2
206	270	33	1
207	270	33	1
209	270	33	1
210	270	33	2
212	270	33	4
214	270	33	1
231	270	33	1
239	270	33	1
240	270	33	1
245	270	33	2
248	270	33	1
249	270	33	1
251	270	33	1
252	270	33	2
177	271	33	2
180	271	33	1
181	271	33	1
182	271	33	3
186	271	33	1
187	271	33	4
190	271	33	1
192	271	33	1
205	271	33	1
208	271	33	1
210	271	33	1
214	271	33	1
216	271	33	1
217	271	33	3
224	271	33	1
225	271	33	1
229	271	33	1
245	271	33	3
246	271	33	1
248	271	33	1
172	272	33	2
182	272	33	1
184	272	33	1
185	272	33	2
187	272	33	1
189	272	33	1
203	272	33	1
204	272	33	2
207	272	33	3
210	272	33	1
216	272	33	1
217	272	33	1
225	272	33	2
231	272	33	3
232	272	33	1
233	272	33	1
234	272	33	1
235	272	33	1
237	272	33	3
238	272	33	2
239	272	33	1
240	272	33	1
244	272	33	1
245	272	33	2
249	272	33	1
250	272	33	2
254	272	33	1
171	273	33	1
173	273	33	1
174	273	33	2
181	273	33	2
182	273	33	3
196	273	33	1
202	273	33	1
203	273	33	2
205	273	33	2
213	273	33	1
214	273	33	4
216	273	33	1
235	273	33	1
238	273	33	1
239	273	33	1
240	273	33	2
241	273	33	1
243	273	33	1
247	273	33	1
253	273	33	3
169	274	33	1
170	274	33	2
174	274	33	1
177	274	33	1
181	274	33	2
182	274	33	2
183	274	33	1
186	274	33	4
193	274	33	1
201	274	33	1
203	274	33	2
204	274	33	1
205	274	33	1
206	274	33	1
207	274	33	1
208	274	33	1
210	274	33	4
214	274	33	2
217	274	33	1
233	274	33	2
236	274	33	1
243	274	33	2
245	274	33	1
250	274	33	1
175	275	33	1
188	275	33	1
205	275	33	1
206	275	33	1
207	275	33	1
209	275	33	1
210	275	33	1
213	275	33	3
215	275	33	3
216	275	33	1
237	275	33	1
240	275	33	1
243	275	33	2
244	275	33	1
246	275	33	2
250	275	33	1
174	276	33	1
176	276	33	1
186	276	33	1
189	276	33	2
190	276	33	1
192	276	33	1
201	276	33	2
207	276	33	2
214	276	33	1
235	276	33	1
236	276	33	1
240	276	33	1
242	276	33	1
244	276	33	2
173	277	33	1
174	277	33	1
176	277	33	1
180	277	33	2
187	277	33	1
202	277	33	1
208	277	33	1
209	277	33	3
215	277	33	1
216	277	33	2
227	277	33	2
237	277	33	1
239	277	33	2
242	277	33	1
243	277	33	2
247	277	33	2
174	278	33	1
176	278	33	1
177	278	33	3
204	278	33	1
207	278	33	2
209	278	33	1
211	278	33	1
223	278	33	2
235	278	33	2
237	278	33	1
238	278	33	1
239	278	33	1
240	278	33	2
243	278	33	2
244	278	33	1
246	278	33	1
168	279	33	2
175	279	33	2
176	279	33	3
220	279	33	1
222	279	33	2
231	279	33	1
234	279	33	1
244	279	33	1
245	279	33	1
249	279	33	1
176	280	33	1
191	280	33	1
203	280	33	1
208	280	33	2
210	280	33	1
220	280	33	1
221	280	33	1
226	280	33	1
229	280	33	2
232	280	33	3
242	280	33	3
246	280	33	1
250	280	33	1
251	280	33	3
173	281	33	1
175	281	33	2
176	281	33	1
179	281	33	2
180	281	33	3
204	281	33	1
209	281	33	1
217	281	33	1
219	281	33	2
222	281	33	1
224	281	33	2
225	281	33	1
232	281	33	2
234	281	33	2
244	281	33	2
248	281	33	2
175	282	33	2
178	282	33	2
179	282	33	1
185	282	33	2
188	282	33	1
190	282	33	1
207	282	33	1
210	282	33	2
211	282	33	2
220	282	33	1
221	282	33	3
222	282	33	1
223	282	33	1
224	282	33	1
226	282	33	1
229	282	33	1
233	282	33	1
234	282	33	2
235	282	33	1
238	282	33	2
241	282	33	3
242	282	33	1
243	282	33	1
244	282	33	1
248	282	33	2
250	282	33	2
251	282	33	1
174	283	33	1
176	283	33	1
179	283	33	1
181	283	33	1
185	283	33	1
189	283	33	1
204	283	33	1
206	283	33	1
211	283	33	3
212	283	33	1
218	283	33	2
225	283	33	1
227	283	33	2
232	283	33	1
236	283	33	1
237	283	33	1
239	283	33	1
240	283	33	2
241	283	33	2
243	283	33	2
246	283	33	2
247	283	33	1
250	283	33	1
176	284	33	1
187	284	33	1
188	284	33	1
205	284	33	1
207	284	33	1
209	284	33	1
219	284	33	2
225	284	33	1
226	284	33	2
229	284	33	1
231	284	33	1
233	284	33	1
235	284	33	1
247	284	33	2
248	284	33	1
175	285	33	1
178	285	33	1
202	285	33	1
206	285	33	1
208	285	33	2
212	285	33	1
220	285	33	1
226	285	33	1
229	285	33	1
230	285	33	1
232	285	33	4
236	285	33	1
238	285	33	2
240	285	33	3
242	285	33	2
243	285	33	1
245	285	33	1
247	285	33	2
253	285	33	1
178	286	33	1
185	286	33	2
201	286	33	2
203	286	33	2
208	286	33	1
211	286	33	2
219	286	33	1
223	286	33	2
225	286	33	1
226	286	33	1
228	286	33	1
229	286	33	1
235	286	33	3
236	286	33	3
237	286	33	1
238	286	33	3
239	286	33	1
241.5	286.5	33.5	1
243	286	33	1
245	286	33	4
246	286	33	3
248	286	33	1
249	286	33	1
252	286	33	2
255	286	33	1
185	287	33	1
198	287	33	1
199	287	33	2
204	287	33	1
221	287	33	1
222	287	33	3
223	287	33	1
224	287	33	1
227	287	33	2
228	287	33	1
229	287	33	1
234	287	33	2
235	287	33	3
236	287	33	1
243	287	33	3
244	287	33	2
245	287	33	2
246	287	33	1
186	288	33	1
187	288	33	1
202	288	33	1
220	288	33	1
223	288	33	2
230	288	33	1
231	288	33	1
244	288	33	2
245	288	33	1
247	288	33	1
249	288	33	1
250	288	33	1
184	289	33	1
201	289	33	1
222	289	33	3
223	289	33	1
231	289	33	2
232	289	33	1
234	289	33	2
235	289	33	1
237	289	33	1
244	289	33	1
246	289	33	3
247	289	33	1
249	289	33	1
250	289	33	4
253	289	33	1
184	290	33	1
185	290	33	2
187	290	33	1
202	290	33	2
207	290	33	1
222	290	33	1
225	290	33	2
228	290	33	1
230	290	33	1
231	290	33	2
233	290	33	1
235	290	33	1
241	290	33	3
246	290	33	1
247	290	33	2
248	290	33	1
250	290	33	1
255	290	33	1
186	291	33	1
197	291	33	1
198	291	33	1
200	291	33	1
203	291	33	1
222	291	33	2
225	291	33	1
231	291	33	2
240	291	33	1
241	291	33	1
242	291	33	1
245	291	33	1
200	292	33	1
221	292	33	1
225	292	33	1
228	292	33	1
235	292	33	2
236	292	33	1
237	292	33	1
238	292	33	2
239	292	33	3
242	292	33	1
246	292	33	1
249	292	33	1
254	292	33	1
177	293	33	1
185	293	33	3
188	293	33	1
197	293	33	1
199	293	33	1
220	293	33	1
224	293	33	1
230	293	33	1
234	293	33	1
241	293	33	1
244	293	33	1
246	293	33	1
248	293	33	1
251	293	33	1
195	294	33	2
199	294	33	1
204	294	33	2
223	294	33	2
227	294	33	2
228	294	33	2
231	294	33	3
235	294	33	1
236	294	33	1
237	294	33	2
239	294	33	1
244	294	33	1
245	294	33	1
246	294	33	1
251	294	33	1
252	294	33	1
256	294	33	2
197	295	33	1
204	295	33	2
220	295	33	1
228	295	33	2
231	295	33	1
232	295	33	1
233	295	33	1
235	295	33	1
237	295	33	1
243	295	33	1
245	295	33	1
250	295	33	1
253	295	33	1
194	296	33	2
195	296	33	1
198	296	33	1
222	296	33	1
223	296	33	2
225	296	33	1
228	296	33	1
229	296	33	1
231	296	33	1
233	296	33	2
235	296	33	1
236	296	33	1
237	296	33	1
241	296	33	1
242	296	33	1
243	296	33	2
255	296	33	2
195	297	33	1
196	297	33	2
197	297	33	2
198	297	33	1
226	297	33	1
232	297	33	2
234	297	33	1
235	297	33	1
241	297	33	1
242	297	33	1
245	297	33	1
246	297	33	1
182	298	33	1
194	298	33	1
195	298	33	1
196	298	33	1
198	298	33	1
200	298	33	3
220	298	33	2
228	298	33	2
233	298	33	1
234	298	33	1
235	298	33	1
236	298	33	1
238	298	33	1
242	298	33	2
245	298	33	3
246	298	33	1
195	299	33	1
198	299	33	1
222	299	33	1
223	299	33	1
224	299	33	2
227	299	33	2
229	299	33	1
232	299	33	2
234	299	33	2
237	299	33	3
240	299	33	2
241	299	33	1
242	299	33	1
247	299	33	1
197	300	33	1
225	300	33	1
226	300	33	2
231	300	33	1
235	300	33	2
237	300	33	1
238	300	33	1
246	300	33	2
247	300	33	1
224	301	33	1
225	301	33	1
226	301	33	1
227	301	33	1
228	301	33	2
229	301	33	3
235	301	33	2
236	301	33	1
238	301	33	1
241	301	33	1
245	301	33	1
199	302	33	1
209	302	33	1
211	302	33	1
223	302	33	3
225	302	33	2
228	302	33	5
229	302	33	1
231	302	33	1
233	302	33	1
237	302	33	1
207	303	33	2
225	303	33	1
228	303	33	1
231	303	33	1
232	303	33	2
233	303	33	1
234	303	33	1
237	303	33	4
240	303	33	1
242	303	33	1
243	303	33	2
220	304	33	3
223	304	33	2
227	304	33	1
232	304	33	1
233	304	33	1
236	304	33	5
238	304	33	1
239	304	33	1
243	304	33	1
207	305	33	1
208	305	33	1
222	305	33	2
230	305	33	2
233	305	33	1
237	305	33	1
238	305	33	1
240	305	33	2
224	306	33	2
232	306	33	1
235	306	33	2
237	306	33	1
242	306	33	1
201	307	33	1
206	307	33	1
222	307	33	3
223	307	33	1
227	307	33	2
233	307	33	2
234	307	33	1
235	307	33	2
241	307	33	1
217	308	33	2
221	308	33	2
223	308	33	3
224	308	33	1
227	308	33	1
229	308	33	1
233	308	33	1
242	308	33	2
222	309	33	1
224	309	33	3
228	309	33	1
229	309	33	1
232	309	33	1
233	309	33	2
234	309	33	1
221	310	33	1
226	310	33	1
227	310	33	1
231	310	33	1
233	310	33	1
234	310	33	2
238	310	33	1
218	311	33	2
224	311	33	1
228	311	33	1
230	311	33	1
231	311	33	1
234	311	33	1
238	311	33	2
226	312	33	2
223	313	33	1
229	313	33	2
230	313	33	1
235	313	33	1
236	313	33	1
232	314	33	3
234	314	33	2
235	314	33	1
236	314	33	1
230	315	33	1
226	250	34	1
229	250	34	1
229	251	34	1
224	252	34	1
227	252	34	1
228	252	34	3
229	252	34	1
216	253	34	1
225	253	34	1
226	253	34	1
229	253	34	1
232	253	34	1
225	254	34	2
228	254	34	1
233	254	34	2
235	254	34	2
239	254	34	3
218	255	34	1
220	255	34	1
221	255	34	1
223	255	34	1
225	255	34	2
230	255	34	1
237	255	34	1
190	256	34	1
218	256	34	2
221	256	34	1
223	256	34	2
226	256	34	1
227	256	34	1
233	256	34	2
237	256	34	2
241	256	34	1
243	256	34	1
216	257	34	1
221	257	34	2
225	257	34	3
242	257	34	2
200	258	34	1
212	258	34	2
217	258	34	2
221	258	34	1
223	258	34	1
225	258	34	1
226	258	34	1
234	258	34	1
235	258	34	1
237	258	34	2
239	258	34	1
240	258	34	2
242	258	34	1
244	258	34	1
189	259	34	3
209	259	34	3
216	259	34	2
217	259	34	2
218	259	34	1
219	259	34	1
220	259	34	2
222	259	34	2
223	259	34	1
226	259	34	1
228	259	34	2
229	259	34	1
230	259	34	1
232	259	34	2
234	259	34	1
235	259	34	1
238	259	34	1
241	259	34	1
242	259	34	1
244	259	34	1
192	260	34	1
211	260	34	1
212	260	34	1
215	260	34	2
217	260	34	1
219	260	34	1
221	260	34	2
223	260	34	1
224	260	34	1
225	260	34	1
226	260	34	1
228	260	34	1
230	260	34	2
236	260	34	3
237	260	34	2
240	260	34	1
242	260	34	2
190	261	34	1
195	261	34	1
208	261	34	1
214	261	34	2
215	261	34	1
216	261	34	2
217	261	34	1
219	261	34	1
223	261	34	1
225	261	34	1
227	261	34	1
230	261	34	1
231	261	34	2
235	261	34	1
240	261	34	1
246	261	34	1
189	262	34	2
190	262	34	2
211	262	34	2
214	262	34	1
216	262	34	1
217	262	34	1
219	262	34	1
223	262	34	1
224	262	34	2
226	262	34	1
228	262	34	1
233	262	34	2
234	262	34	3
235	262	34	1
236	262	34	1
238	262	34	1
240	262	34	2
241	262	34	2
242	262	34	1
243	262	34	2
244	262	34	2
246	262	34	2
188	263	34	3
189	263	34	1
192	263	34	1
193	263	34	1
204	263	34	1
206	263	34	3
207	263	34	1
210	263	34	1
211	263	34	1
213	263	34	1
214	263	34	1
217	263	34	2
219	263	34	1
220	263	34	1
222	263	34	2
225	263	34	1
228	263	34	2
231	263	34	1
234	263	34	2
235	263	34	1
236	263	34	1
238	263	34	1
240	263	34	1
244	263	34	1
248	263	34	1
249	263	34	1
251	263	34	1
186	264	34	1
188	264	34	2
191	264	34	1
192	264	34	4
194	264	34	2
201	264	34	1
203	264	34	1
205	264	34	3
206	264	34	3
210	264	34	1
212	264	34	2
214	264	34	1
217	264	34	1
218	264	34	2
219	264	34	1
221	264	34	1
222	264	34	2
224	264	34	2
227	264	34	2
228	264	34	1
232	264	34	1
235	264	34	2
237	264	34	1
242	264	34	1
243	264	34	1
245	264	34	1
248	264	34	1
176	265	34	1
190	265	34	2
191	265	34	2
192	265	34	1
194	265	34	4
203	265	34	1
204	265	34	1
207	265	34	1
210	265	34	1
211	265	34	1
213	265	34	3
218	265	34	2
220	265	34	1
222	265	34	1
223	265	34	1
232	265	34	1
233	265	34	2
241	265	34	3
243	265	34	1
244	265	34	1
245	265	34	2
248	265	34	1
249	265	34	1
250	265	34	2
188	266	34	2
195	266	34	1
196	266	34	1
197	266	34	1
204	266	34	1
208	266	34	4
209	266	34	1
210	266	34	2
211	266	34	1
214	266	34	2
217	266	34	1
220	266	34	2
225	266	34	3
229	266	34	1
233	266	34	2
241	266	34	1
242	266	34	1
243	266	34	1
250	266	34	1
251	266	34	1
252	266	34	1
183	267	34	2
188	267	34	1
193	267	34	1
194	267	34	1
195	267	34	1
196	267	34	4
197	267	34	1
210	267	34	2
211	267	34	1
214	267	34	2
215	267	34	2
216	267	34	1
217	267	34	1
223	267	34	2
224	267	34	1
225	267	34	1
228	267	34	1
229	267	34	1
231	267	34	1
232	267	34	1
235	267	34	1
239	267	34	1
240	267	34	1
243	267	34	1
245	267	34	3
246	267	34	1
249	267	34	3
173	268	34	1
188	268	34	3
189	268	34	1
193	268	34	1
207	268	34	2
208	268	34	4
210	268	34	3
216	268	34	1
217	268	34	1
218	268	34	1
247	268	34	1
249	268	34	1
250	268	34	1
251	268	34	1
175	269	34	1
176	269	34	2
183	269	34	1
185	269	34	1
187	269	34	1
189	269	34	1
191	269	34	1
192	269	34	2
193	269	34	1
194	269	34	2
197	269	34	1
204	269	34	1
208	269	34	1
210	269	34	2
212	269	34	1
215	269	34	1
216	269	34	1
217	269	34	1
219	269	34	2
220	269	34	1
230	269	34	1
232	269	34	1
234	269	34	1
236	269	34	2
239	269	34	1
242	269	34	1
245	269	34	1
251	269	34	1
252	269	34	3
253	269	34	1
175	270	34	3
185	270	34	1
186	270	34	1
188	270	34	1
189	270	34	2
192	270	34	1
195	270	34	1
196	270	34	1
197	270	34	1
200	270	34	1
203	270	34	2
209	270	34	2
210	270	34	1
214	270	34	1
215	270	34	2
216	270	34	1
217	270	34	2
231	270	34	2
239	270	34	2
240	270	34	1
242	270	34	1
244	270	34	1
248	270	34	2
249	270	34	1
251	270	34	1
175	271	34	1
178	271	34	1
181	271	34	1
182	271	34	1
186	271	34	1
187	271	34	3
188	271	34	1
189	271	34	2
205	271	34	1
210	271	34	2
211	271	34	1
214	271	34	1
218	271	34	1
220	271	34	1
221	271	34	1
226	271	34	1
231	271	34	1
241	271	34	2
243	271	34	1
247	271	34	1
248	271	34	1
173	272	34	2
175	272	34	1
179	272	34	1
183	272	34	1
184	272	34	1
185	272	34	2
188	272	34	1
197	272	34	1
205	272	34	2
207	272	34	2
211	272	34	2
214	272	34	2
216	272	34	1
218	272	34	1
226	272	34	1
227	272	34	1
228	272	34	3
229	272	34	2
230	272	34	2
232	272	34	1
235	272	34	1
236	272	34	2
237	272	34	1
248	272	34	1
170	273	34	2
176	273	34	3
182	273	34	1
184	273	34	2
186	273	34	1
188	273	34	2
197	273	34	2
203	273	34	1
204	273	34	1
211	273	34	1
213	273	34	3
218	273	34	1
219	273	34	1
229	273	34	1
230	273	34	1
233	273	34	1
239	273	34	2
241	273	34	1
243	273	34	1
248	273	34	3
170	274	34	2
174	274	34	1
176	274	34	2
178	274	34	1
179	274	34	1
182	274	34	1
196	274	34	1
204	274	34	1
206	274	34	1
207	274	34	1
209	274	34	2
210	274	34	2
211	274	34	1
212	274	34	1
216	274	34	1
217	274	34	1
218	274	34	1
226	274	34	1
229	274	34	1
231	274	34	2
234	274	34	1
236	274	34	1
237	274	34	1
238	274	34	2
241	274	34	2
179	275	34	1
181	275	34	2
201	275	34	2
203	275	34	3
206	275	34	1
207	275	34	1
208	275	34	3
209	275	34	1
214	275	34	1
215	275	34	2
216	275	34	2
217	275	34	3
219	275	34	1
227	275	34	2
231	275	34	2
237	275	34	1
238	275	34	3
239	275	34	2
175	276	34	1
177	276	34	1
180	276	34	1
184	276	34	1
202	276	34	2
203	276	34	2
208	276	34	1
209	276	34	1
210	276	34	1
212	276	34	1
214	276	34	1
219	276	34	1
229	276	34	3
233	276	34	1
239	276	34	2
240	276	34	1
241	276	34	2
242	276	34	2
243	276	34	2
244	276	34	1
245	276	34	1
176	277	34	2
182	277	34	1
183	277	34	1
189	277	34	1
202	277	34	2
203	277	34	2
204	277	34	2
205	277	34	2
207	277	34	1
208	277	34	1
215	277	34	1
229	277	34	1
235	277	34	2
245	277	34	1
186	278	34	1
188	278	34	2
193	278	34	1
202	278	34	1
206	278	34	1
208	278	34	3
210	278	34	2
214	278	34	3
236	278	34	1
244	278	34	1
174	279	34	1
175	279	34	2
176	279	34	3
179	279	34	1
181	279	34	1
203	279	34	3
204	279	34	4
205	279	34	4
207	279	34	1
210	279	34	2
215	279	34	1
219	279	34	2
223	279	34	2
232	279	34	1
236	279	34	1
241	279	34	1
242	279	34	2
248	279	34	1
173	280	34	1
174	280	34	1
175	280	34	1
176	280	34	1
177	280	34	1
178	280	34	3
193	280	34	1
207	280	34	2
208	280	34	1
209	280	34	1
210	280	34	1
212	280	34	1
221	280	34	2
224	280	34	1
233	280	34	2
234	280	34	3
235	280	34	1
247	280	34	1
249	280	34	1
175	281	34	1
176	281	34	4
179	281	34	1
189	281	34	1
191	281	34	1
204	281	34	1
213	281	34	1
222	281	34	2
227	281	34	1
231	281	34	1
232	281	34	2
233	281	34	2
241	281	34	2
244	281	34	1
245	281	34	3
248	281	34	1
179	282	34	1
181	282	34	1
188	282	34	2
209	282	34	1
213	282	34	1
214	282	34	1
215	282	34	1
223	282	34	1
224	282	34	1
229	282	34	1
232	282	34	1
233	282	34	1
234	282	34	1
235	282	34	1
240	282	34	1
245	282	34	2
248	282	34	2
251	282	34	3
179	283	34	1
192	283	34	1
206	283	34	1
207	283	34	2
208	283	34	1
209	283	34	1
210	283	34	1
211	283	34	3
215	283	34	2
222	283	34	1
224	283	34	2
231	283	34	1
232	283	34	1
233	283	34	1
235	283	34	1
237	283	34	1
239	283	34	1
240	283	34	3
245	283	34	2
247	283	34	1
253	283	34	2
176	284	34	3
177	284	34	1
191	284	34	1
205	284	34	2
208	284	34	1
211	284	34	1
212	284	34	1
219	284	34	3
220	284	34	1
223	284	34	2
224	284	34	2
225	284	34	1
229	284	34	1
237	284	34	1
238	284	34	1
241	284	34	1
245	284	34	1
246	284	34	2
176	285	34	1
179	285	34	1
181	285	34	1
188	285	34	1
202	285	34	1
204	285	34	1
209	285	34	2
210	285	34	1
211	285	34	1
218	285	34	1
219	285	34	1
220	285	34	2
221	285	34	1
222	285	34	1
223	285	34	3
224	285	34	1
226	285	34	1
232	285	34	1
233	285	34	1
242	285	34	2
243	285	34	2
246	285	34	1
247	285	34	2
177	286	34	1
186	286	34	1
187	286	34	1
199	286	34	1
203	286	34	2
205	286	34	1
208	286	34	2
209	286	34	1
226	286	34	2
227	286	34	2
234	286	34	5
240	286	34	1
243	286	34	1
254	286	34	1
255	286	34	1
184	287	34	1
187	287	34	1
190	287	34	1
199	287	34	1
207	287	34	2
208	287	34	1
209	287	34	1
221	287	34	1
224	287	34	1
226	287	34	2
228	287	34	1
234	287	34	1
235	287	34	1
239	287	34	1
243	287	34	2
247	287	34	1
176	288	34	1
184	288	34	1
185	288	34	1
187	288	34	1
190	288	34	1
199	288	34	2
200	288	34	1
203	288	34	1
204	288	34	1
206	288	34	1
220	288	34	2
223	288	34	1
226	288	34	1
227	288	34	1
228	288	34	1
230	288	34	1
231	288	34	2
233	288	34	2
237	288	34	3
246	288	34	1
249	288	34	1
253	288	34	1
184	289	34	1
185	289	34	1
198	289	34	1
199	289	34	1
202	289	34	1
203	289	34	1
219	289	34	1
223	289	34	1
226	289	34	2
228	289	34	1
232	289	34	1
238	289	34	1
241	289	34	2
242	289	34	1
245	289	34	1
248	289	34	2
187	290	34	1
197	290	34	1
220	290	34	3
223	290	34	1
224	290	34	1
232	290	34	1
235	290	34	2
239	290	34	1
240	290	34	1
247	290	34	1
186	291	34	1
199	291	34	2
202	291	34	2
223	291	34	1
224	291	34	2
229	291	34	1
231	291	34	1
235	291	34	1
237	291	34	1
239	291	34	3
242	291	34	1
245	291	34	1
247	291	34	1
249	291	34	2
250	291	34	1
255	291	34	1
196	292	34	1
