x	y	z	SUMOylation of chromatin organization proteins
235	258	33	1
239	258	33	1
189	259	33	1
194	259	33	1
211	259	33	1
215	259	33	1
217	259	33	1
218	259	33	1
220	259	33	2
222	259	33	1
225	259	33	1
226	259	33	1
227	259	33	2
228	259	33	2
231	259	33	1
232	259	33	1
235	259	33	2
242	259	33	1
243	259	33	1
246	259	33	2
192	260	33	2
208	260	33	1
212	260	33	1
220	260	33	1
223	260	33	1
224	260	33	1
230	260	33	1
231	260	33	1
233	260	33	1
238	260	33	1
240	260	33	3
243	260	33	1
195	261	33	1
205	261	33	1
208	261	33	1
211	261	33	1
214	261	33	1
225	261	33	1
226	261	33	1
229	261	33	2
230	261	33	3
231	261	33	1
232	261	33	1
234	261	33	1
236	261	33	2
241	261	33	1
244	261	33	1
245	261	33	1
191	262	33	1
192	262	33	2
196	262	33	3
203	262	33	1
209	262	33	2
211	262	33	1
212	262	33	1
218	262	33	4
219	262	33	1
221	262	33	1
223	262	33	1
226	262	33	2
228	262	33	1
230	262	33	1
231	262	33	1
236	262	33	1
239	262	33	1
241	262	33	2
248	262	33	2
250	262	33	3
185	263	33	1
188	263	33	1
191	263	33	2
198	263	33	1
200	263	33	1
213	263	33	3
214	263	33	1
220	263	33	1
224	263	33	1
225	263	33	1
237	263	33	1
239	263	33	1
240	263	33	1
243	263	33	2
244	263	33	1
248	263	33	1
249	263	33	1
251	263	33	2
185	264	33	1
186	264	33	1
188	264	33	2
189	264	33	2
190	264	33	2
191	264	33	1
193	264	33	1
194	264	33	2
195	264	33	1
199	264	33	1
210	264	33	1
211	264	33	2
214	264	33	1
215	264	33	1
216	264	33	1
217	264	33	1
224	264	33	3
225	264	33	1
235	264	33	1
237	264	33	1
238	264	33	1
247	264	33	2
249	264	33	1
250	264	33	2
186	265	33	1
188	265	33	1
189	265	33	1
191	265	33	2
192	265	33	1
194	265	33	1
202	265	33	2
208	265	33	1
210	265	33	1
211	265	33	3
213	265	33	1
214	265	33	1
217	265	33	2
219	265	33	3
222	265	33	1
223	265	33	1
229	265	33	1
237	265	33	1
239	265	33	2
242	265	33	1
244	265	33	1
245	265	33	2
248	265	33	1
251	265	33	1
184	266	33	1
186	266	33	1
187	266	33	1
190	266	33	1
191	266	33	2
192	266	33	1
193	266	33	1
197	266	33	1
213	266	33	1
215	266	33	1
216	266	33	1
218	266	33	2
219	266	33	1
220	266	33	1
221	266	33	1
224	266	33	1
228	266	33	1
237	266	33	1
246	266	33	1
247	266	33	1
182	267	33	1
188	267	33	1
193	267	33	1
194	267	33	2
196	267	33	2
197	267	33	2
202	267	33	1
205	267	33	1
209	267	33	1
210	267	33	3
214	267	33	1
215	267	33	1
216	267	33	1
223	267	33	1
225	267	33	2
226	267	33	3
231	267	33	1
235	267	33	1
241	267	33	1
244	267	33	1
246	267	33	2
247	267	33	2
248	267	33	1
189	268	33	1
191	268	33	2
193	268	33	1
195	268	33	1
206	268	33	1
207	268	33	1
208	268	33	1
209	268	33	1
212	268	33	1
217	268	33	2
218	268	33	1
219	268	33	1
220	268	33	1
224	268	33	2
226	268	33	1
231	268	33	1
232	268	33	1
235	268	33	1
245	268	33	1
249	268	33	3
252	268	33	3
188	269	33	1
192	269	33	1
194	269	33	1
195	269	33	1
196	269	33	1
201	269	33	1
208	269	33	1
211	269	33	3
227	269	33	1
234	269	33	1
235	269	33	1
240	269	33	2
241	269	33	2
243	269	33	2
246	269	33	1
250	269	33	3
174	270	33	2
184	270	33	1
186	270	33	1
188	270	33	2
194	270	33	2
198	270	33	2
205	270	33	3
207	270	33	1
212	270	33	1
213	270	33	1
223	270	33	2
240	270	33	2
242	270	33	1
243	270	33	2
244	270	33	1
245	270	33	1
248	270	33	1
251	270	33	1
252	270	33	1
179	271	33	2
182	271	33	1
186	271	33	1
190	271	33	1
192	271	33	1
204	271	33	2
209	271	33	2
210	271	33	1
211	271	33	1
214	271	33	1
225	271	33	1
231	271	33	1
235	271	33	2
237	271	33	2
238	271	33	1
239	271	33	2
243	271	33	1
245	271	33	1
246	271	33	1
172	272	33	1
173	272	33	1
176	272	33	2
177	272	33	1
180	272	33	2
182	272	33	2
183	272	33	1
184	272	33	1
186	272	33	1
203	272	33	1
204	272	33	2
207	272	33	1
208	272	33	1
213	272	33	2
215	272	33	1
217	272	33	1
225	272	33	1
231	272	33	1
232	272	33	2
237	272	33	2
239	272	33	1
249	272	33	1
250	272	33	1
171	273	33	1
176	273	33	3
181	273	33	1
183	273	33	1
185	273	33	1
186	273	33	1
196	273	33	1
202	273	33	1
203	273	33	1
204	273	33	2
205	273	33	2
211	273	33	1
214	273	33	1
215	273	33	2
235	273	33	1
239	273	33	2
241	273	33	1
249	273	33	2
253	273	33	2
170	274	33	3
174	274	33	1
176	274	33	2
177	274	33	1
183	274	33	1
185	274	33	1
186	274	33	1
190	274	33	1
204	274	33	2
205	274	33	1
207	274	33	1
209	274	33	2
210	274	33	1
212	274	33	1
217	274	33	1
226	274	33	1
227	274	33	1
235	274	33	1
236	274	33	3
239	274	33	1
240	274	33	2
243	274	33	1
244	274	33	2
250	274	33	1
176	275	33	1
184	275	33	1
200	275	33	1
202	275	33	2
205	275	33	1
210	275	33	1
211	275	33	3
212	275	33	1
213	275	33	1
214	275	33	1
215	275	33	2
217	275	33	1
227	275	33	1
239	275	33	3
241	275	33	1
243	275	33	1
244	275	33	1
246	275	33	1
174	276	33	1
186	276	33	2
192	276	33	1
201	276	33	3
205	276	33	1
206	276	33	1
207	276	33	2
208	276	33	4
214	276	33	1
215	276	33	1
236	276	33	1
239	276	33	3
240	276	33	1
241	276	33	1
243	276	33	1
244	276	33	1
187	277	33	3
202	277	33	1
205	277	33	1
209	277	33	1
210	277	33	1
211	277	33	1
215	277	33	2
216	277	33	2
227	277	33	1
232	277	33	2
238	277	33	2
239	277	33	2
245	277	33	1
176	278	33	1
178	278	33	1
210	278	33	1
223	278	33	1
235	278	33	3
237	278	33	1
238	278	33	1
239	278	33	1
243	278	33	1
245	278	33	1
246	278	33	1
168	279	33	2
175	279	33	1
207	279	33	1
208	279	33	1
210	279	33	1
220	279	33	1
222	279	33	1
231	279	33	1
245	279	33	1
248	279	33	1
174	280	33	1
176	280	33	1
191	280	33	2
203	280	33	2
207	280	33	1
208	280	33	1
209	280	33	1
210	280	33	2
211	280	33	1
217	280	33	1
223	280	33	1
225	280	33	1
226	280	33	1
229	280	33	1
237	280	33	2
239	280	33	1
242	280	33	1
246	280	33	1
249	280	33	2
173	281	33	1
175	281	33	2
176	281	33	1
179	281	33	1
204	281	33	2
207	281	33	1
221	281	33	1
224	281	33	3
225	281	33	1
230	281	33	1
232	281	33	1
233	281	33	1
239	281	33	1
241	281	33	2
249	281	33	1
175	282	33	1
179	282	33	2
188	282	33	1
205	282	33	1
209	282	33	1
210	282	33	1
211	282	33	2
212	282	33	2
213	282	33	3
214	282	33	3
221	282	33	1
222	282	33	1
225	282	33	1
226	282	33	1
229	282	33	1
230	282	33	1
233	282	33	4
234	282	33	1
238	282	33	3
241	282	33	1
242	282	33	2
245	282	33	2
247	282	33	1
252	282	33	1
253	282	33	2
179	283	33	1
181	283	33	1
183	283	33	1
185	283	33	1
189	283	33	1
204	283	33	2
206	283	33	1
207	283	33	1
211	283	33	1
212	283	33	2
218	283	33	2
220	283	33	1
226	283	33	2
227	283	33	1
229	283	33	2
232	283	33	2
233	283	33	1
236	283	33	3
238	283	33	3
247	283	33	2
250	283	33	3
175	284	33	1
184	284	33	2
188	284	33	1
206	284	33	1
208	284	33	1
209	284	33	1
210	284	33	2
211	284	33	2
222	284	33	1
224	284	33	1
226	284	33	3
229	284	33	1
230	284	33	1
231	284	33	1
234	284	33	2
235	284	33	1
237	284	33	1
241	284	33	1
242	284	33	1
243	284	33	1
252	284	33	1
254	284	33	1
178	285	33	1
202	285	33	3
208	285	33	1
212	285	33	3
220	285	33	2
222	285	33	3
224	285	33	1
226	285	33	1
228	285	33	1
229	285	33	1
230	285	33	1
233	285	33	1
234	285	33	1
236	285	33	2
238	285	33	4
242	285	33	1
243	285	33	1
245	285	33	1
246	285	33	1
248	285	33	1
178	286	33	2
188	286	33	1
201	286	33	1
203	286	33	1
204	286	33	1
206	286	33	1
207	286	33	1
208	286	33	1
209	286	33	1
211	286	33	1
218	286	33	2
219	286	33	1
225	286	33	1
228	286	33	2
229	286	33	1
230	286	33	3
235	286	33	1
236	286	33	2
239	286	33	1
242	286	33	2
244	286	33	1
245	286	33	1
248	286	33	1
249	286	33	2
252	286	33	1
255	286	33	2
179	287	33	1
199	287	33	2
204	287	33	1
205	287	33	1
219	287	33	1
220	287	33	2
223	287	33	1
224	287	33	1
225	287	33	1
226	287	33	1
228	287	33	1
229	287	33	1
235	287	33	1
236	287	33	1
242	287	33	1
243	287	33	2
244	287	33	2
245	287	33	1
246	287	33	1
247	287	33	1
251	287	33	1
253	287	33	1
187	288	33	1
196	288	33	2
202	288	33	1
230	288	33	1
231	288	33	1
234	288	33	1
236	288	33	1
244	288	33	3
245	288	33	1
246	288	33	1
249	288	33	2
255	288	33	1
257	288	33	2
184	289	33	2
186	289	33	2
200	289	33	1
202	289	33	2
203	289	33	1
222	289	33	3
223	289	33	1
231	289	33	1
232	289	33	2
234	289	33	1
244	289	33	2
249	289	33	2
184	290	33	1
185	290	33	1
187	290	33	2
197	290	33	1
222	290	33	1
223	290	33	1
228	290	33	2
231	290	33	1
233	290	33	1
234	290	33	1
235	290	33	1
238	290	33	1
239	290	33	1
241	290	33	1
242	290	33	1
247	290	33	1
248	290	33	1
250	290	33	1
257	290	33	1
198	291	33	3
201	291	33	2
203	291	33	1
222	291	33	1
223	291	33	1
225	291	33	2
233	291	33	1
234	291	33	2
240	291	33	2
242	291	33	1
244	291	33	1
245	291	33	1
249	291	33	1
257	291	33	3
221	292	33	1
223	292	33	1
225	292	33	1
226	292	33	1
228	292	33	1
229	292	33	2
232	292	33	2
233	292	33	1
235	292	33	1
236	292	33	1
238	292	33	2
242	292	33	1
245	292	33	1
246	292	33	2
247	292	33	1
249	292	33	2
254	292	33	3
185	293	33	2
188	293	33	2
220	293	33	1
223	293	33	1
226	293	33	1
230	293	33	2
233	293	33	1
235	293	33	1
237	293	33	1
239	293	33	1
241	293	33	2
244	293	33	1
246	293	33	1
247	293	33	1
251	293	33	1
254	293	33	1
187	294	33	1
195	294	33	1
199	294	33	1
202	294	33	1
204	294	33	1
213	294	33	2
228	294	33	2
229	294	33	1
235	294	33	1
236	294	33	1
239	294	33	1
243	294	33	1
246	294	33	2
251	294	33	1
252	294	33	1
182	295	33	1
197	295	33	1
198	295	33	1
201	295	33	1
218	295	33	1
233	295	33	1
235	295	33	1
237	295	33	1
243	295	33	2
245	295	33	1
246	295	33	1
247	295	33	2
248	295	33	1
179	296	33	1
180	296	33	1
191	296	33	1
195	296	33	1
198	296	33	2
199	296	33	2
220	296	33	2
222	296	33	1
229	296	33	1
230	296	33	1
231	296	33	3
233	296	33	2
245	296	33	3
255	296	33	1
223	297	33	1
224	297	33	4
227	297	33	1
231	297	33	1
232	297	33	2
235	297	33	1
236	297	33	3
240	297	33	2
246	297	33	1
195	298	33	4
198	298	33	1
200	298	33	2
220	298	33	1
226	298	33	1
228	298	33	1
231	298	33	2
234	298	33	1
235	298	33	1
236	298	33	2
238	298	33	1
240	298	33	2
248	298	33	2
195	299	33	3
197	299	33	1
198	299	33	1
201	299	33	1
222	299	33	1
223	299	33	1
224	299	33	1
227	299	33	1
229	299	33	1
232	299	33	4
234	299	33	1
235	299	33	2
239	299	33	3
241	299	33	2
242	299	33	1
243	299	33	1
245	299	33	2
246	299	33	4
196	300	33	1
226	300	33	1
230	300	33	1
240	300	33	1
244	300	33	3
246	300	33	1
247	300	33	2
196	301	33	3
224	301	33	1
225	301	33	1
226	301	33	1
228	301	33	2
229	301	33	1
235	301	33	1
237	301	33	2
240	301	33	1
242	301	33	1
245	301	33	1
246	301	33	2
249	301	33	2
199	302	33	1
209	302	33	1
223	302	33	1
225	302	33	2
227	302	33	1
228	302	33	2
231	302	33	4
233	302	33	1
234	302	33	1
236	302	33	2
240	302	33	1
246	302	33	2
207	303	33	1
222	303	33	2
225	303	33	1
228	303	33	2
229	303	33	1
234	303	33	2
235	303	33	2
236	303	33	2
241	303	33	1
242	303	33	1
227	304	33	1
229	304	33	1
230	304	33	1
232	304	33	2
236	304	33	1
239	304	33	1
242	304	33	1
243	304	33	2
222	305	33	2
227	305	33	1
230	305	33	1
233	305	33	1
234	305	33	1
237	305	33	1
238	305	33	1
199	306	33	2
223	306	33	1
224	306	33	2
230	306	33	1
231	306	33	2
232	306	33	2
235	306	33	1
242	306	33	3
206	307	33	2
221	307	33	1
223	307	33	1
224	307	33	2
225	307	33	1
226	307	33	1
227	307	33	1
235	307	33	2
241	307	33	1
217	308	33	2
220	308	33	2
221	308	33	1
222	308	33	2
227	308	33	2
233	308	33	2
237	308	33	2
242	308	33	1
222	309	33	1
223	309	33	2
224	309	33	1
225	309	33	2
226	309	33	1
233	309	33	1
237	309	33	1
217	310	33	2
223	310	33	1
228	310	33	2
229	310	33	1
231	310	33	1
233	310	33	2
234	310	33	1
238	310	33	2
218	311	33	1
227	311	33	1
230	311	33	1
232	311	33	1
233	311	33	1
235	311	33	1
238	311	33	1
222	312	33	1
225	312	33	1
226	312	33	1
231	312	33	2
223	313	33	1
228	313	33	1
233	313	33	1
234	313	33	4
235	313	33	1
236	313	33	1
230	314	33	1
232	314	33	2
234	314	33	1
229	250	34	1
228	251	34	1
224	252	34	2
225	252	34	2
226	252	34	2
227	252	34	1
228	252	34	1
229	252	34	1
230	252	34	3
216	253	34	2
228	253	34	3
229	253	34	1
226	254	34	1
228	254	34	2
235	254	34	1
239	254	34	2
241	254	34	1
220	255	34	2
223	255	34	1
224	255	34	1
225	255	34	2
230	255	34	1
237	255	34	1
242	255	34	1
223	256	34	2
224	256	34	1
226	256	34	2
227	256	34	1
232	256	34	2
237	256	34	1
241	256	34	2
243	256	34	1
210	257	34	3
216	257	34	1
221	257	34	1
223	257	34	1
225	257	34	1
228	257	34	1
237	257	34	2
241	257	34	1
242	257	34	1
216	258	34	2
222	258	34	2
226	258	34	1
227	258	34	1
235	258	34	1
239	258	34	2
241	258	34	2
242	258	34	1
209	259	34	2
211	259	34	1
216	259	34	1
217	259	34	1
218	259	34	1
220	259	34	1
222	259	34	1
226	259	34	3
227	259	34	1
228	259	34	1
231	259	34	1
232	259	34	2
234	259	34	1
237	259	34	1
242	259	34	2
192	260	34	1
211	260	34	1
214	260	34	2
218	260	34	1
221	260	34	1
224	260	34	2
225	260	34	3
228	260	34	2
229	260	34	2
230	260	34	1
236	260	34	1
242	260	34	1
243	260	34	1
245	260	34	1
188	261	34	1
190	261	34	1
211	261	34	1
215	261	34	1
219	261	34	1
221	261	34	3
222	261	34	2
223	261	34	3
225	261	34	3
227	261	34	2
228	261	34	1
229	261	34	2
230	261	34	1
231	261	34	2
193	262	34	1
194	262	34	2
216	262	34	2
219	262	34	3
220	262	34	1
221	262	34	1
226	262	34	1
228	262	34	1
236	262	34	1
240	262	34	2
241	262	34	1
243	262	34	1
246	262	34	2
250	262	34	1
185	263	34	1
188	263	34	1
189	263	34	1
192	263	34	1
204	263	34	1
206	263	34	1
207	263	34	1
210	263	34	2
213	263	34	1
214	263	34	1
216	263	34	1
223	263	34	2
225	263	34	1
226	263	34	1
228	263	34	1
234	263	34	2
236	263	34	1
241	263	34	2
248	263	34	1
249	263	34	1
250	263	34	2
251	263	34	2
186	264	34	2
187	264	34	1
192	264	34	1
193	264	34	1
194	264	34	1
200	264	34	2
201	264	34	2
202	264	34	1
203	264	34	1
205	264	34	1
209	264	34	1
210	264	34	1
212	264	34	1
215	264	34	1
219	264	34	2
221	264	34	2
222	264	34	1
227	264	34	2
233	264	34	1
235	264	34	1
236	264	34	1
239	264	34	1
244	264	34	1
245	264	34	3
248	264	34	2
176	265	34	3
196	265	34	1
203	265	34	1
204	265	34	1
205	265	34	2
207	265	34	1
209	265	34	2
211	265	34	1
213	265	34	1
217	265	34	1
218	265	34	1
219	265	34	2
220	265	34	1
222	265	34	2
223	265	34	1
226	265	34	1
228	265	34	1
229	265	34	2
232	265	34	1
233	265	34	1
239	265	34	1
241	265	34	1
243	265	34	1
245	265	34	1
175	266	34	2
188	266	34	1
194	266	34	1
195	266	34	2
196	266	34	3
197	266	34	1
204	266	34	1
208	266	34	1
209	266	34	2
210	266	34	3
214	266	34	1
217	266	34	2
220	266	34	1
221	266	34	1
227	266	34	1
228	266	34	1
230	266	34	3
237	266	34	2
243	266	34	1
250	266	34	2
186	267	34	1
189	267	34	2
191	267	34	1
192	267	34	2
193	267	34	1
195	267	34	1
206	267	34	2
210	267	34	1
216	267	34	1
218	267	34	3
220	267	34	1
223	267	34	1
225	267	34	1
228	267	34	1
230	267	34	2
232	267	34	2
235	267	34	1
239	267	34	2
242	267	34	2
243	267	34	1
250	267	34	1
173	268	34	2
188	268	34	2
207	268	34	1
208	268	34	1
210	268	34	2
214	268	34	1
215	268	34	1
216	268	34	2
217	268	34	2
218	268	34	1
220	268	34	1
227	268	34	1
231	268	34	2
233	268	34	3
240	268	34	2
245	268	34	1
246	268	34	1
249	268	34	1
250	268	34	1
252	268	34	1
176	269	34	1
183	269	34	2
184	269	34	1
187	269	34	2
188	269	34	1
189	269	34	1
191	269	34	1
192	269	34	1
194	269	34	1
197	269	34	1
204	269	34	1
209	269	34	3
210	269	34	1
212	269	34	1
213	269	34	2
220	269	34	1
222	269	34	1
230	269	34	2
231	269	34	1
233	269	34	2
234	269	34	1
242	269	34	2
244	269	34	1
250	269	34	1
254	269	34	1
175	270	34	1
185	270	34	3
186	270	34	2
187	270	34	1
188	270	34	1
194	270	34	3
196	270	34	1
197	270	34	3
200	270	34	1
201	270	34	1
205	270	34	1
206	270	34	1
215	270	34	2
216	270	34	3
217	270	34	1
221	270	34	1
231	270	34	1
239	270	34	1
240	270	34	1
242	270	34	2
243	270	34	1
244	270	34	3
246	270	34	1
249	270	34	1
251	270	34	2
172	271	34	1
173	271	34	1
178	271	34	1
179	271	34	1
180	271	34	2
182	271	34	4
186	271	34	2
187	271	34	1
188	271	34	1
189	271	34	1
201	271	34	1
206	271	34	2
210	271	34	1
211	271	34	2
215	271	34	2
216	271	34	1
217	271	34	1
220	271	34	2
234	271	34	1
243	271	34	2
245	271	34	1
247	271	34	1
250	271	34	1
173	272	34	3
176	272	34	1
177	272	34	1
180	272	34	1
181	272	34	2
182	272	34	1
183	272	34	1
184	272	34	1
186	272	34	1
188	272	34	2
190	272	34	2
198	272	34	2
205	272	34	1
207	272	34	1
211	272	34	1
213	272	34	1
214	272	34	1
218	272	34	1
225	272	34	1
226	272	34	1
229	272	34	2
238	272	34	1
239	272	34	1
241	272	34	1
245	272	34	1
247	272	34	1
248	272	34	1
181	273	34	1
186	273	34	1
203	273	34	1
204	273	34	1
205	273	34	1
207	273	34	1
208	273	34	1
210	273	34	2
216	273	34	1
218	273	34	3
219	273	34	2
229	273	34	1
230	273	34	1
231	273	34	1
239	273	34	1
241	273	34	2
243	273	34	1
245	273	34	1
248	273	34	2
249	273	34	2
170	274	34	1
174	274	34	1
180	274	34	2
183	274	34	1
196	274	34	3
197	274	34	1
203	274	34	1
204	274	34	3
210	274	34	2
211	274	34	1
212	274	34	1
213	274	34	1
215	274	34	1
216	274	34	1
217	274	34	1
226	274	34	1
229	274	34	1
233	274	34	3
235	274	34	1
237	274	34	1
239	274	34	1
250	274	34	2
183	275	34	1
185	275	34	1
201	275	34	2
203	275	34	1
209	275	34	1
212	275	34	1
213	275	34	1
214	275	34	1
215	275	34	1
219	275	34	1
233	275	34	2
238	275	34	1
239	275	34	1
240	275	34	1
175	276	34	2
180	276	34	1
187	276	34	1
202	276	34	2
203	276	34	2
208	276	34	1
210	276	34	1
214	276	34	1
219	276	34	1
229	276	34	2
232	276	34	1
243	276	34	2
244	276	34	1
182	277	34	1
183	277	34	2
184	277	34	2
186	277	34	3
202	277	34	2
204	277	34	1
209	277	34	1
211	277	34	1
212	277	34	2
213	277	34	1
229	277	34	1
234	277	34	1
235	277	34	2
236	277	34	1
175	278	34	2
176	278	34	3
178	278	34	1
186	278	34	1
193	278	34	1
201	278	34	1
206	278	34	1
209	278	34	2
210	278	34	1
212	278	34	1
214	278	34	1
226	278	34	3
231	278	34	2
174	279	34	1
177	279	34	1
181	279	34	1
209	279	34	2
210	279	34	1
214	279	34	1
217	279	34	3
219	279	34	1
231	279	34	2
232	279	34	1
236	279	34	1
241	279	34	2
243	279	34	1
245	279	34	1
246	279	34	2
247	279	34	1
248	279	34	1
174	280	34	1
175	280	34	2
176	280	34	1
177	280	34	2
181	280	34	2
192	280	34	1
204	280	34	1
205	280	34	1
206	280	34	1
207	280	34	2
208	280	34	3
233	280	34	1
238	280	34	1
239	280	34	2
242	280	34	1
246	280	34	1
249	280	34	3
176	281	34	1
179	281	34	2
189	281	34	1
191	281	34	1
202	281	34	1
203	281	34	2
204	281	34	3
205	281	34	1
207	281	34	1
221	281	34	1
223	281	34	1
227	281	34	1
233	281	34	2
237	281	34	1
248	281	34	1
181	282	34	1
187	282	34	1
188	282	34	2
189	282	34	2
207	282	34	1
208	282	34	1
209	282	34	3
211	282	34	1
212	282	34	1
213	282	34	1
214	282	34	1
220	282	34	1
223	282	34	1
229	282	34	2
179	283	34	2
181	283	34	2
192	283	34	1
204	283	34	1
206	283	34	1
207	283	34	1
211	283	34	1
215	283	34	1
222	283	34	1
230	283	34	2
233	283	34	4
237	283	34	1
239	283	34	1
243	283	34	2
245	283	34	1
247	283	34	1
249	283	34	1
251	283	34	1
176	284	34	2
177	284	34	3
178	284	34	3
185	284	34	2
191	284	34	1
203	284	34	1
205	284	34	1
206	284	34	2
207	284	34	1
209	284	34	1
210	284	34	1
211	284	34	1
212	284	34	1
215	284	34	1
219	284	34	1
220	284	34	1
226	284	34	2
227	284	34	1
233	284	34	2
236	284	34	2
243	284	34	1
245	284	34	1
246	284	34	1
247	284	34	1
249	284	34	2
176	285	34	1
179	285	34	2
185	285	34	2
187	285	34	1
203	285	34	1
209	285	34	1
210	285	34	1
219	285	34	1
222	285	34	1
224	285	34	3
226	285	34	1
230	285	34	1
231	285	34	1
232	285	34	1
233	285	34	3
237	285	34	1
240	285	34	3
243	285	34	1
176	286	34	2
177	286	34	1
186	286	34	1
187	286	34	1
188	286	34	1
202	286	34	2
208	286	34	3
220	286	34	1
222	286	34	3
224	286	34	1
227	286	34	2
228	286	34	1
229	286	34	2
240	286	34	1
248	286	34	1
254	286	34	2
255	286	34	2
187	287	34	1
188	287	34	1
190	287	34	2
207	287	34	1
208	287	34	2
209	287	34	3
219	287	34	2
221	287	34	1
222	287	34	3
223	287	34	1
226	287	34	1
228	287	34	1
229	287	34	1
233	287	34	1
238	287	34	1
243	287	34	1
245	287	34	1
252	287	34	1
176	288	34	1
184	288	34	3
186	288	34	1
199	288	34	1
200	288	34	2
201	288	34	1
203	288	34	2
204	288	34	3
209	288	34	1
220	288	34	2
221	288	34	1
222	288	34	1
223	288	34	1
226	288	34	1
228	288	34	1
230	288	34	1
233	288	34	1
235	288	34	1
238	288	34	1
239	288	34	1
240	288	34	1
246	288	34	1
253	288	34	1
175	289	34	3
184	289	34	1
185	289	34	1
199	289	34	2
200	289	34	1
203	289	34	1
219	289	34	1
223	289	34	1
226	289	34	1
228	289	34	2
230	289	34	1
235	289	34	1
238	289	34	1
241	289	34	1
185	290	34	1
197	290	34	1
198	290	34	2
204	290	34	1
223	290	34	2
229	290	34	1
232	290	34	1
235	290	34	2
237	290	34	1
239	290	34	3
244	290	34	1
248	290	34	2
253	290	34	2
182	291	34	1
202	291	34	1
222	291	34	1
223	291	34	1
225	291	34	1
231	291	34	1
235	291	34	2
239	291	34	1
245	291	34	2
247	291	34	1
250	291	34	1
255	291	34	1
196	292	34	1
200	292	34	2
202	292	34	1
203	292	34	1
204	292	34	1
221	292	34	2
223	292	34	1
225	292	34	1
227	292	34	1
229	292	34	1
235	292	34	1
241	292	34	2
242	292	34	3
252	292	34	2
188	293	34	1
190	293	34	2
196	293	34	1
201	293	34	2
202	293	34	1
204	293	34	2
222	293	34	1
224	293	34	1
227	293	34	3
229	293	34	1
231	293	34	1
232	293	34	2
235	293	34	1
241	293	34	2
244	293	34	2
248	293	34	1
197	294	34	1
199	294	34	1
217	294	34	1
221	294	34	2
235	294	34	2
236	294	34	1
237	294	34	3
184	295	34	2
192	295	34	1
194	295	34	1
197	295	34	1
220	295	34	1
222	295	34	1
225	295	34	2
229	295	34	1
230	295	34	1
232	295	34	1
236	295	34	1
239	295	34	1
191	296	34	1
194	296	34	1
196	296	34	1
200	296	34	1
223	296	34	1
225	296	34	1
228	296	34	2
230	296	34	1
236	296	34	1
238	296	34	1
242	296	34	1
243	296	34	2
244	296	34	1
245	296	34	1
179	297	34	1
194	297	34	1
196	297	34	1
199	297	34	1
200	297	34	2
204	297	34	1
219	297	34	1
220	297	34	1
225	297	34	2
227	297	34	2
229	297	34	1
234	297	34	1
236	297	34	2
237	297	34	2
242	297	34	1
244	297	34	1
182	298	34	1
196	298	34	1
197	298	34	1
200	298	34	1
223	298	34	2
224	298	34	2
228	298	34	1
235	298	34	3
237	298	34	2
239	298	34	1
244	298	34	1
180	299	34	1
182	299	34	2
224	299	34	1
227	299	34	1
229	299	34	1
232	299	34	1
236	299	34	1
239	299	34	1
242	299	34	2
244	299	34	1
247	299	34	1
224	300	34	2
225	300	34	1
226	300	34	1
243	300	34	2
244	300	34	3
196	301	34	3
225	301	34	2
227	301	34	1
229	301	34	1
232	301	34	1
236	301	34	1
240	301	34	2
243	301	34	1
244	301	34	1
246	301	34	1
226	302	34	2
228	302	34	1
229	302	34	1
236	302	34	2
242	302	34	1
225	303	34	1
227	303	34	2
228	303	34	1
229	303	34	1
231	303	34	1
232	303	34	1
235	303	34	1
236	303	34	1
239	303	34	3
241	303	34	1
244	303	34	1
227	304	34	1
235	304	34	1
241	304	34	1
199	305	34	1
222	305	34	2
223	305	34	1
225	305	34	1
228	305	34	1
229	305	34	1
230	305	34	1
232	305	34	2
235	305	34	1
224	306	34	1
225	306	34	1
228	306	34	1
232	306	34	2
233	306	34	1
234	306	34	1
238	306	34	1
244	306	34	2
206	307	34	2
221	307	34	2
223	307	34	2
230	307	34	1
232	307	34	2
234	307	34	1
240	307	34	1
241	307	34	2
243	307	34	1
226	308	34	1
229	308	34	1
232	308	34	2
236	308	34	2
242	308	34	1
243	308	34	3
220	309	34	1
221	309	34	2
223	309	34	2
225	309	34	1
229	309	34	1
232	309	34	1
233	309	34	1
234	309	34	2
216	310	34	1
222	310	34	2
224	310	34	2
226	310	34	3
227	310	34	1
228	310	34	1
233	310	34	1
234	310	34	3
237	310	34	1
239	310	34	2
218	311	34	1
227	311	34	1
228	311	34	2
235	311	34	2
221	312	34	5
224	312	34	1
226	312	34	2
229	312	34	1
236	312	34	1
237	312	34	2
221	313	34	1
224	313	34	4
226	313	34	1
232	313	34	1
235	313	34	1
236	313	34	1
225	314	34	1
226	314	34	2
228	314	34	1
230	314	34	1
234	314	34	2
230	315	34	1
231	315	34	1
228	316	34	1
230	316	34	1
232	316	34	1
233	316	34	1
231	317	34	2
232	317	34	2
211	318	34	2
235	318	34	1
226	250	35	1
228	250	35	1
224	251	35	1
226	251	35	1
227	251	35	1
228	251	35	1
225	252	35	1
226	252	35	1
219	253	35	1
221	253	35	3
223	253	35	1
224	253	35	2
226	253	35	1
229	253	35	1
219	254	35	1
221	254	35	3
224	254	35	1
226	254	35	1
227	254	35	1
230	254	35	1
235	254	35	4
218	255	35	1
220	255	35	3
221	255	35	1
224	255	35	2
225	255	35	1
226	255	35	2
227	255	35	3
230	255	35	2
231	255	35	1
