x	y	z	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)
239	267	36	1
242	267	36	1
188	268	36	1
194	268	36	1
195	268	36	1
211	268	36	1
214	268	36	2
234	268	36	1
235	268	36	1
240	268	36	1
241	268	36	1
185	269	36	1
186	269	36	1
191	269	36	1
213	269	36	1
219	269	36	2
233	269	36	2
248	269	36	1
187	270	36	1
191	270	36	2
193	270	36	1
198	270	36	1
213	270	36	1
232	270	36	1
237	270	36	1
241	270	36	1
244	270	36	1
246	270	36	1
248	270	36	1
189	271	36	1
207	271	36	1
217	271	36	2
220	271	36	1
225	271	36	1
181	272	36	1
193	272	36	1
206	272	36	1
207	272	36	1
217	272	36	1
218	272	36	1
219	272	36	1
230	272	36	2
231	272	36	1
232	272	36	1
235	272	36	1
239	272	36	2
178	273	36	1
186	273	36	1
191	273	36	2
208	273	36	2
216	273	36	1
217	273	36	2
235	273	36	1
238	273	36	1
203	274	36	2
209	274	36	1
210	274	36	1
212	274	36	1
213	274	36	1
233	274	36	1
236	274	36	1
239	274	36	1
206	275	36	1
216	275	36	1
218	275	36	1
219	275	36	1
231	275	36	1
181	276	36	1
186	276	36	2
206	276	36	1
208	276	36	1
211	276	36	1
214	276	36	1
215	276	36	1
219	276	36	1
232	276	36	1
204	277	36	1
206	277	36	1
208	277	36	1
209	277	36	1
211	277	36	1
226	277	36	1
181	278	36	1
201	278	36	1
202	278	36	1
208	278	36	1
210	278	36	1
213	278	36	1
218	278	36	1
219	278	36	1
223	278	36	1
239	278	36	1
179	279	36	1
192	279	36	1
201	279	36	1
212	279	36	1
214	279	36	1
223	279	36	1
231	279	36	1
180	280	36	1
206	280	36	1
211	280	36	1
214	280	36	1
219	280	36	1
224	280	36	1
179	281	36	1
187	281	36	2
193	281	36	1
207	281	36	1
208	281	36	1
209	281	36	1
212	281	36	1
221	281	36	1
228	281	36	1
229	281	36	3
230	281	36	2
243	281	36	1
175	282	36	1
212	282	36	1
213	282	36	1
221	282	36	2
189	283	36	1
209	283	36	2
214	283	36	1
215	283	36	1
216	283	36	1
218	283	36	1
219	283	36	1
233	283	36	1
240	283	36	1
241	283	36	1
199	284	36	1
201	284	36	1
202	284	36	1
205	284	36	2
211	284	36	1
224	284	36	1
226	284	36	1
233	284	36	1
240	284	36	1
208	285	36	1
218	285	36	1
224	285	36	2
231	285	36	1
236	285	36	2
238	285	36	1
240	285	36	1
243	285	36	2
244	285	36	1
193	286	36	1
198	286	36	1
216	286	36	1
225	286	36	1
227	286	36	1
228	286	36	1
229	286	36	1
177	287	36	1
191	287	36	1
198	287	36	1
201	287	36	1
204	287	36	2
208	287	36	2
214	287	36	1
222	287	36	1
225	287	36	1
229	287	36	1
231	287	36	1
234	287	36	2
236	287	36	1
239	287	36	1
243	287	36	1
184	288	36	1
187	288	36	1
219	288	36	1
231	288	36	1
234	288	36	1
239	288	36	1
241	288	36	1
242	288	36	1
245	288	36	1
195	289	36	1
234	289	36	1
237	289	36	1
240	289	36	1
200	290	36	2
202	290	36	1
204	290	36	1
206	290	36	1
222	290	36	1
236	290	36	1
237	290	36	1
239	290	36	1
240	290	36	1
194	291	36	1
199	291	36	1
231	291	36	1
237	291	36	1
240	291	36	1
206	292	36	1
208	292	36	1
219	292	36	1
223	292	36	1
224	292	36	1
225	292	36	1
229	292	36	2
231	292	36	1
232	292	36	1
237	292	36	1
244	292	36	1
245	292	36	1
188	293	36	1
197	293	36	1
208	293	36	1
223	293	36	1
234	293	36	1
235	293	36	1
236	293	36	1
241	293	36	1
242	293	36	1
224	294	36	1
227	294	36	2
230	294	36	1
233	294	36	1
235	294	36	1
198	295	36	1
201	295	36	2
204	295	36	1
221	295	36	2
223	295	36	2
226	295	36	1
231	295	36	1
232	295	36	1
237	295	36	1
239	295	36	1
240	295	36	1
202	296	36	1
205	296	36	1
227	296	36	1
231	296	36	1
235	296	36	1
237	296	36	1
243	296	36	2
245	296	36	1
195	297	36	1
201	297	36	1
227	297	36	1
229	297	36	1
232	297	36	2
236	297	36	1
244	297	36	1
199	298	36	1
201	298	36	2
203	298	36	2
229	298	36	1
234	298	36	1
239	298	36	1
240	298	36	1
241	298	36	1
199	299	36	1
200	299	36	1
204	299	36	1
228	299	36	1
239	299	36	1
241	299	36	1
226	300	36	2
228	300	36	1
233	300	36	1
237	300	36	1
241	300	36	1
198	301	36	2
223	301	36	1
226	301	36	2
229	301	36	1
232	301	36	1
234	301	36	2
235	301	36	1
243	301	36	1
245	301	36	1
225	302	36	2
229	302	36	1
231	302	36	1
232	302	36	2
237	302	36	1
226	303	36	1
231	303	36	1
232	303	36	1
225	304	36	1
227	304	36	1
230	304	36	1
199	305	36	2
223	305	36	1
226	305	36	1
222	306	36	1
223	306	36	1
228	306	36	1
235	306	36	2
239	306	36	1
242	306	36	1
243	306	36	2
244	306	36	1
194	307	36	1
224	307	36	1
227	307	36	1
241	307	36	1
225	308	36	1
239	308	36	1
241	308	36	1
243	308	36	1
220	309	36	1
242	309	36	1
221	310	36	1
222	310	36	1
224	310	36	1
227	310	36	1
231	310	36	1
213	311	36	1
214	311	36	1
217	311	36	1
225	311	36	1
230	311	36	1
232	311	36	2
233	311	36	1
234	311	36	1
235	311	36	1
213	312	36	1
216	312	36	1
225	312	36	1
226	312	36	1
232	312	36	1
233	312	36	1
236	312	36	1
244	312	36	1
217	313	36	1
234	313	36	1
236	313	36	1
230	314	36	1
235	315	36	1
238	315	36	1
242	315	36	1
243	315	36	1
236	316	36	1
237	316	36	2
240	316	36	2
235	317	36	1
236	317	36	1
237	317	36	1
238	318	36	1
240	318	36	1
227	257	37	1
224	260	37	1
226	260	37	1
235	260	37	1
226	261	37	1
228	261	37	1
214	263	37	1
211	264	37	1
215	264	37	1
224	264	37	2
231	264	37	1
236	264	37	1
215	265	37	1
228	265	37	1
188	266	37	2
194	266	37	1
191	267	37	3
210	267	37	1
214	267	37	2
188	268	37	1
189	268	37	3
235	268	37	1
236	268	37	1
241	268	37	1
193	269	37	1
216	269	37	1
239	269	37	1
212	270	37	1
216	270	37	1
196	271	37	1
214	271	37	1
196	272	37	1
215	272	37	1
213	273	37	2
214	273	37	1
215	273	37	1
216	273	37	1
219	273	37	1
208	274	37	2
211	274	37	1
212	274	37	1
215	274	37	2
205	275	37	1
208	275	37	1
211	275	37	1
214	275	37	1
215	275	37	2
216	275	37	1
220	275	37	1
217	276	37	1
208	278	37	2
212	278	37	1
206	279	37	1
215	279	37	1
231	279	37	1
192	280	37	1
175	281	37	1
189	281	37	3
212	281	37	1
189	282	37	1
191	282	37	1
208	282	37	1
211	282	37	1
214	282	37	1
215	282	37	1
193	283	37	1
211	283	37	2
214	283	37	1
237	283	37	1
202	284	37	1
206	284	37	1
186	285	37	2
197	285	37	2
198	285	37	1
202	285	37	1
205	285	37	1
206	285	37	1
239	285	37	1
188	286	37	1
189	286	37	2
199	286	37	1
202	286	37	1
216	286	37	2
232	286	37	1
239	286	37	2
241	286	37	1
188	287	37	1
191	287	37	1
193	287	37	1
219	287	37	1
221	287	37	1
236	287	37	1
238	287	37	2
240	287	37	1
248	287	37	2
190	288	37	1
192	288	37	1
193	288	37	1
194	288	37	2
202	288	37	1
203	288	37	1
204	288	37	1
236	288	37	1
237	288	37	1
191	289	37	2
202	289	37	1
205	289	37	1
208	289	37	1
232	289	37	1
234	289	37	2
237	289	37	1
186	290	37	1
195	290	37	1
202	290	37	1
206	290	37	1
222	290	37	2
243	290	37	1
198	292	37	1
201	292	37	2
231	292	37	1
232	292	37	1
240	292	37	1
242	292	37	2
207	293	37	1
225	293	37	1
240	293	37	1
204	294	37	1
225	294	37	2
228	294	37	1
230	294	37	1
232	294	37	1
233	294	37	1
234	294	37	1
239	294	37	1
242	294	37	2
197	295	37	1
234	295	37	1
235	295	37	1
236	295	37	3
244	295	37	3
200	296	37	1
215	296	37	1
234	296	37	2
235	296	37	1
241	296	37	1
244	296	37	1
218	297	37	1
220	297	37	1
227	297	37	1
231	297	37	1
232	297	37	1
235	297	37	1
239	297	37	2
242	297	37	1
244	297	37	1
230	298	37	1
233	298	37	1
240	298	37	1
244	298	37	1
232	299	37	1
229	300	37	1
230	300	37	1
231	300	37	1
239	300	37	1
240	300	37	1
230	301	37	1
227	305	37	1
229	305	37	1
223	306	37	1
240	306	37	1
241	307	37	1
229	308	37	1
240	308	37	1
241	308	37	1
229	309	37	1
242	309	37	1
217	310	37	1
225	310	37	1
227	310	37	1
225	311	37	1
225	312	37	1
212	313	37	1
216	313	37	1
217	313	37	1
227	313	37	1
228	313	37	1
230	313	37	1
236	313	37	1
232	314	37	1
234	314	37	1
237	314	37	1
238	314	37	1
242	314	37	1
227	315	37	1
229	315	37	1
230	315	37	1
236	315	37	1
234	316	37	1
211	317	37	3
237	317	37	2
232	318	37	2
235	318	37	1
238	319	37	3
231	322	37	1
228	261	38	1
238	262	38	1
229	263	38	1
223	264	38	1
232	264	38	1
226	265	38	1
237	266	38	1
187	269	38	1
194	269	38	1
217	269	38	1
218	269	38	2
232	270	38	1
193	271	38	1
211	271	38	1
218	271	38	1
193	272	38	1
203	272	38	1
214	272	38	1
218	272	38	1
232	272	38	1
208	273	38	1
213	273	38	1
214	273	38	1
211	274	38	2
213	274	38	3
215	274	38	1
216	274	38	1
240	274	38	1
206	275	38	1
216	275	38	1
217	275	38	3
208	276	38	1
211	276	38	1
194	277	38	1
205	277	38	1
206	277	38	1
210	277	38	1
211	277	38	1
212	277	38	2
214	277	38	1
206	278	38	2
211	278	38	1
212	278	38	1
215	278	38	1
206	279	38	1
209	279	38	1
210	279	38	1
212	279	38	1
214	279	38	1
217	279	38	1
193	280	38	1
211	280	38	1
193	281	38	1
215	281	38	1
193	282	38	1
212	282	38	1
214	282	38	1
203	283	38	1
210	283	38	1
219	283	38	1
191	284	38	2
201	284	38	1
216	284	38	1
188	285	38	1
204	285	38	1
215	285	38	1
216	285	38	1
232	285	38	1
196	286	38	1
230	286	38	1
237	286	38	1
193	287	38	2
217	287	38	2
202	288	38	1
207	288	38	1
214	288	38	1
218	288	38	2
187	289	38	1
190	289	38	1
208	289	38	2
217	289	38	1
231	289	38	1
232	289	38	1
216	290	38	2
218	290	38	1
238	290	38	1
223	291	38	1
238	291	38	1
199	292	38	2
201	292	38	1
208	292	38	1
213	292	38	1
220	292	38	2
230	292	38	1
239	292	38	1
240	292	38	1
196	293	38	1
197	293	38	1
200	293	38	1
202	293	38	1
205	293	38	1
208	293	38	1
218	293	38	1
220	293	38	1
229	293	38	2
231	293	38	1
238	293	38	1
240	293	38	1
199	294	38	1
206	294	38	1
211	294	38	1
213	294	38	1
228	294	38	2
242	294	38	1
192	295	38	1
207	295	38	1
216	295	38	2
220	295	38	1
231	295	38	1
238	295	38	1
240	295	38	1
244	295	38	1
198	296	38	1
201	296	38	1
207	296	38	1
228	296	38	1
233	296	38	1
240	296	38	1
199	297	38	1
201	297	38	1
205	297	38	1
219	297	38	1
223	297	38	1
224	297	38	1
236	297	38	1
240	297	38	1
200	298	38	1
225	298	38	1
226	298	38	1
243	298	38	1
193	299	38	3
214	299	38	1
226	299	38	1
229	299	38	1
235	299	38	2
237	299	38	2
240	299	38	1
242	299	38	1
225	300	38	1
228	300	38	1
240	300	38	1
238	301	38	1
226	302	38	1
228	302	38	1
232	302	38	1
233	302	38	1
234	302	38	1
245	302	38	2
227	303	38	1
231	303	38	1
234	303	38	1
229	304	38	1
230	304	38	1
240	304	38	1
229	305	38	2
232	305	38	1
235	305	38	1
236	305	38	1
241	305	38	1
227	306	38	1
229	306	38	1
193	307	38	1
234	307	38	1
244	307	38	1
246	307	38	2
235	308	38	2
241	308	38	1
243	308	38	1
206	309	38	1
227	309	38	1
242	309	38	1
244	309	38	1
226	310	38	1
227	310	38	2
228	310	38	1
232	310	38	1
213	311	38	2
214	311	38	2
219	311	38	1
220	311	38	4
224	311	38	1
227	311	38	1
244	311	38	1
223	312	38	1
230	312	38	1
234	312	38	1
242	312	38	1
218	313	38	1
219	313	38	2
222	313	38	1
223	313	38	2
241	313	38	1
242	313	38	2
217	314	38	1
219	314	38	2
237	314	38	1
241	314	38	2
225	315	38	1
238	315	38	1
243	315	38	1
226	316	38	1
236	316	38	1
242	316	38	2
244	316	38	2
211	317	38	1
221	317	38	1
227	317	38	1
230	317	38	1
231	317	38	1
232	317	38	1
238	317	38	1
230	318	38	1
243	318	38	1
232	319	38	1
239	319	38	1
230	320	38	1
231	320	38	1
221	321	38	1
231	322	38	1
233	322	38	1
217	268	39	2
218	271	39	1
204	277	39	1
195	278	39	1
220	278	39	1
221	278	39	1
206	279	39	1
216	279	39	1
215	280	39	1
190	282	39	1
226	282	39	1
202	283	39	1
207	284	39	1
195	285	39	1
199	285	39	1
196	286	39	1
203	286	39	1
206	286	39	1
233	286	39	1
188	287	39	1
190	287	39	2
207	287	39	1
219	287	39	2
239	287	39	1
192	288	39	3
193	288	39	2
217	288	39	1
218	288	39	2
193	289	39	1
195	289	39	1
188	290	39	1
190	290	39	2
197	290	39	1
210	290	39	1
218	290	39	1
233	290	39	1
204	291	39	1
207	291	39	1
213	291	39	2
217	291	39	1
239	291	39	1
199	292	39	1
211	292	39	1
221	292	39	1
236	292	39	2
237	292	39	1
239	292	39	1
240	292	39	1
207	293	39	1
220	293	39	1
227	293	39	1
229	293	39	1
200	294	39	1
206	294	39	2
213	294	39	1
233	294	39	1
237	294	39	1
238	294	39	1
197	295	39	1
216	295	39	1
223	295	39	1
224	295	39	1
236	295	39	1
197	296	39	1
228	296	39	1
240	296	39	1
196	297	39	1
197	297	39	3
199	297	39	1
205	297	39	1
221	297	39	1
223	297	39	1
232	297	39	1
219	298	39	2
242	298	39	1
239	299	39	2
241	299	39	1
227	300	39	1
233	300	39	1
235	300	39	1
226	302	39	2
226	303	39	1
239	303	39	2
233	304	39	1
234	304	39	1
235	304	39	1
212	305	39	1
223	305	39	1
224	305	39	1
230	305	39	1
210	306	39	1
211	306	39	1
236	306	39	1
241	306	39	2
242	306	39	1
229	307	39	2
232	307	39	1
221	308	39	1
215	309	39	1
223	309	39	1
229	309	39	1
233	309	39	1
240	309	39	1
217	310	39	1
220	310	39	1
221	310	39	1
225	310	39	1
228	310	39	1
217	311	39	1
222	311	39	1
229	311	39	1
236	311	39	2
244	311	39	1
217	312	39	1
219	312	39	2
232	312	39	2
240	312	39	1
242	312	39	1
217	313	39	1
219	313	39	1
221	313	39	1
224	313	39	1
229	313	39	1
236	313	39	1
239	313	39	1
240	313	39	1
242	313	39	1
216	314	39	1
218	314	39	1
219	314	39	1
228	314	39	1
229	314	39	1
235	314	39	1
236	314	39	2
238	314	39	1
241	314	39	1
242	314	39	2
225	315	39	1
242	315	39	1
245	315	39	1
240	316	39	1
241	316	39	1
235	317	39	1
237	317	39	1
238	317	39	2
242	317	39	1
233	319	39	1
240	319	39	2
217	320	39	2
226	320	39	2
229	320	39	1
230	320	39	1
241	320	39	1
232	323	39	1
212	324	39	1
212	325	39	1
208	327	39	1
214	274	40	1
201	278	40	1
193	281	40	1
190	283	40	1
192	283	40	1
237	283	40	1
195	284	40	1
206	285	40	1
196	286	40	1
194	287	40	1
193	288	40	2
208	291	40	1
193	292	40	1
199	292	40	1
212	292	40	1
221	292	40	1
242	292	40	1
192	293	40	1
204	293	40	1
207	293	40	2
229	293	40	1
217	294	40	1
221	294	40	1
227	294	40	2
237	294	40	1
234	296	40	1
241	297	40	1
235	298	40	1
199	299	40	1
225	299	40	1
231	299	40	1
237	299	40	1
227	300	40	1
237	300	40	1
228	301	40	3
229	301	40	1
230	301	40	1
231	302	40	1
237	302	40	1
245	304	40	1
223	305	40	1
229	305	40	1
212	306	40	1
229	306	40	1
242	306	40	1
192	307	40	1
215	307	40	1
234	307	40	1
242	307	40	2
225	308	40	2
233	308	40	2
239	308	40	2
220	309	40	1
223	309	40	1
228	309	40	1
240	309	40	1
217	310	40	2
221	310	40	1
217	311	40	1
231	311	40	1
240	311	40	1
242	311	40	2
218	312	40	1
219	312	40	1
220	312	40	1
235	312	40	1
242	312	40	1
219	313	40	1
221	313	40	1
223	313	40	1
235	313	40	1
236	313	40	1
240	313	40	1
241	313	40	1
219	314	40	1
238	315	40	1
241	315	40	1
220	316	40	1
234	316	40	1
207	317	40	1
240	318	40	2
243	318	40	1
237	319	40	1
241	319	40	1
221	320	40	1
231	322	40	1
208	330	40	1
226	292	41	1
225	294	41	1
199	296	41	1
205	296	41	1
213	297	41	1
224	297	41	1
226	298	41	1
237	299	41	1
235	300	41	2
222	303	41	2
228	304	41	1
232	304	41	1
224	305	41	2
222	306	41	1
224	306	41	1
223	307	41	1
227	307	41	1
222	308	41	1
225	308	41	1
241	308	41	1
239	309	41	1
240	309	41	1
220	310	41	1
231	310	41	1
236	311	41	1
234	312	41	2
240	312	41	1
219	313	41	2
222	313	41	1
220	314	41	1
238	314	41	1
249	314	41	2
220	315	41	2
238	315	41	2
236	316	41	2
240	316	41	1
249	316	41	1
235	317	41	1
217	318	41	1
245	318	41	1
223	319	41	1
230	319	41	1
242	319	41	1
243	319	41	1
230	323	41	2
236	323	41	1
222	303	42	1
214	305	42	1
224	305	42	1
231	306	42	1
226	307	42	1
220	308	42	1
242	309	42	1
219	310	42	2
239	310	42	1
221	311	42	1
223	311	42	1
222	312	42	2
242	312	42	1
217	313	42	1
218	313	42	1
221	313	42	1
223	313	42	1
234	313	42	1
244	313	42	2
221	314	42	1
226	314	42	1
236	314	42	1
220	315	42	1
222	315	42	1
240	315	42	1
241	315	42	1
220	316	42	1
238	316	42	1
239	316	42	1
240	316	42	1
243	316	42	1
218	317	42	1
221	317	42	1
223	317	42	1
226	317	42	1
239	317	42	1
243	318	42	1
245	318	42	1
246	318	42	1
247	318	42	1
227	319	42	1
229	319	42	2
226	320	42	1
228	320	42	1
230	320	42	2
230	321	42	1
231	322	42	1
211	308	43	1
223	308	43	1
220	309	43	1
222	310	43	1
221	311	43	1
225	311	43	1
220	312	43	1
236	313	43	1
238	313	43	1
237	314	43	1
223	315	43	1
238	315	43	1
245	315	43	2
204	316	43	1
223	316	43	1
227	317	43	1
238	317	43	1
217	318	43	1
227	319	43	1
242	319	43	2
244	319	43	1
220	304	44	1
220	308	44	2
223	309	44	1
219	310	44	1
224	310	44	1
219	311	44	1
239	311	44	1
223	312	44	1
231	312	44	1
229	313	44	2
237	314	44	2
222	315	44	1
204	316	44	1
230	317	44	1
242	317	44	2
230	318	44	1
216	316	45	1
